,titles,authors,goodreads links
1175,Figgy and the President,Tamsin Janu,https://www.goodreads.com/book/show/30334526-figgy-and-the-president
1176,The World from Up Here,Cecilia Galante,https://www.goodreads.com/book/show/25648199-the-world-from-up-here
1177,Queen of Likes,Hillary Homzie,https://www.goodreads.com/book/show/25785675-queen-of-likes
1178,Once Upon a Cruise,Anna Staniszewski,https://www.goodreads.com/book/show/27217132-once-upon-a-cruise
1179,Little Bits of Sky,S.E. Durrant,https://www.goodreads.com/book/show/25901616-little-bits-of-sky
1180,This Is Not the Abby Show,Debbie Reed Fischer,https://www.goodreads.com/book/show/22908581-this-is-not-the-abby-show
1181,Weekends with Max and His Dad,Katie Kath,https://www.goodreads.com/book/show/25897915-weekends-with-max-and-his-dad
1182,The Mighty Dynamo,Kieran Mark Crowley,https://www.goodreads.com/book/show/27414454-the-mighty-dynamo
1183,"The Home-Made Cat Café (Poppy's Place, #1)",Katrina Charman,https://www.goodreads.com/book/show/29237414-the-home-made-cat-caf
1184,The Charming Life of Izzy Malone,Jenny Lundquist,https://www.goodreads.com/book/show/29155169-the-charming-life-of-izzy-malone
1185,Trouble at the Cat Café (Poppy's Place Book 2),Katrina Charman,https://www.goodreads.com/book/show/36511296-trouble-at-the-cat-caf
1186,The Mask That Sang,Susan Currie,https://www.goodreads.com/book/show/29382763-the-mask-that-sang
1187,The Emergency Zoo,Miriam Halahmy,https://www.goodreads.com/book/show/29926249-the-emergency-zoo
1188,The Great Fire Dogs,Megan Rix,https://www.goodreads.com/book/show/29429792-the-great-fire-dogs
1189,The Family with Two Front Doors,Anna Ciddor,https://www.goodreads.com/book/show/28798707-the-family-with-two-front-doors
1190,Echo Come Home,Megan Rix,https://www.goodreads.com/book/show/28487222-echo-come-home
1191,Elizabeth and Zenobia,Jessica      Miller,https://www.goodreads.com/book/show/34324425-elizabeth-and-zenobia
1192,Sweet Pizza,G.R. Gemin,https://www.goodreads.com/book/show/26877808-sweet-pizza
1193,"The Door in the Alley (The Explorers, #1)",Adrienne Kress,https://www.goodreads.com/book/show/25268434-the-door-in-the-alley
1194,The Princess and the Page,Christina  Farley,https://www.goodreads.com/book/show/26597918-the-princess-and-the-page
1195,Forget Me Not,Ellie Terry,https://www.goodreads.com/book/show/29102841-forget-me-not
1196,"The Dark Prophecy (The Trials of Apollo, #2)",Rick Riordan,https://www.goodreads.com/book/show/30145666-the-dark-prophecy
1197,"The Ship of the Dead (Magnus Chase and the Gods of Asgard, #3)",Rick Riordan,https://www.goodreads.com/book/show/28006120-the-ship-of-the-dead
1198,The Peculiar Incident on Shady Street,Lindsay Currie,https://www.goodreads.com/book/show/27395333-the-peculiar-incident-on-shady-street
1199,"The Trials of Morrigan Crow (Nevermoor, #1)",Jessica  Townsend,https://www.goodreads.com/book/show/34219873-the-trials-of-morrigan-crow
1200,Kat Greene Comes Clean,Melissa Roske,https://www.goodreads.com/book/show/27268328-kat-greene-comes-clean
1201,Skeleton Tree,Kim Ventrella,https://www.goodreads.com/book/show/28807752-skeleton-tree
1202,"Prisoner of Ice and Snow (Prisoner of Ice and Snow, #1)",Ruth Lauren,https://www.goodreads.com/book/show/26836186-prisoner-of-ice-and-snow
1203,"Nightfall (Keeper of the Lost Cities, #6)",Shannon Messenger,https://www.goodreads.com/book/show/32762917-nightfall
1204,Wishtree,Katherine Applegate,https://www.goodreads.com/book/show/33158525-wishtree
1205,Orphan Island,Laurel Snyder,https://www.goodreads.com/book/show/25753092-orphan-island
1206,Braced,Alyson Gerber,https://www.goodreads.com/book/show/29283087-braced
1207,Refugee,Alan Gratz,https://www.goodreads.com/book/show/33118312-refugee
1208,Vilonia Beebe Takes Charge,Kristin L. Gray,https://www.goodreads.com/book/show/26836203-vilonia-beebe-takes-charge
1209,"Real Friends (Real Friends, #1)",Shannon Hale,https://www.goodreads.com/book/show/31145178-real-friends
1210,"The War I Finally Won (The War That Saved My Life, #2)",Kimberly Brubaker Bradley,https://www.goodreads.com/book/show/33865643-the-war-i-finally-won
1211,"The Silver Mask (Magisterium, #4)",Holly Black,https://www.goodreads.com/book/show/13612968-the-silver-mask
1212,The Ethan I Was Before,Ali Standish,https://www.goodreads.com/book/show/25337548-the-ethan-i-was-before
1213,Midnight Without a Moon (Rose Lee Carter #1),Linda Williams Jackson,https://www.goodreads.com/book/show/28114583-midnight-without-a-moon
1214,Amina's Voice,Hena Khan,https://www.goodreads.com/book/show/30312547-amina-s-voice
1215,"Sorcery for Beginners (Codex Arcanum, #1)",Matt Harry,https://www.goodreads.com/book/show/33534892-sorcery-for-beginners
1216,The Someday Birds,Sally J. Pla,https://www.goodreads.com/book/show/26800718-the-someday-birds
1217,"Worlds Collide (The Land of Stories, #6)",Chris Colfer,https://www.goodreads.com/book/show/32940857-worlds-collide
1218,"The Dragon with a Chocolate Heart (Tales from the Chocolate Heart, #1)",Stephanie Burgis,https://www.goodreads.com/book/show/26869762-the-dragon-with-a-chocolate-heart
1219,"It's a Mystery, Pig Face!",Wendy McLeod MacKnight,https://www.goodreads.com/book/show/26125085-it-s-a-mystery-pig-face
1220,"Hello, Universe",Erin Entrada Kelly,https://www.goodreads.com/book/show/30653713-hello-universe
1221,All's Faire in Middle School,Victoria Jamieson,https://www.goodreads.com/book/show/33517044-all-s-faire-in-middle-school
1222,A Rambler Steals Home,Carter Higgins,https://www.goodreads.com/book/show/24680250-a-rambler-steals-home
1223,See You in the Cosmos,Jack Cheng,https://www.goodreads.com/book/show/33282947-see-you-in-the-cosmos
1224,"Dragonwatch (Dragonwatch, #1)",Brandon Mull,https://www.goodreads.com/book/show/29563587-dragonwatch
1225,"The Magic Misfits (The Magic Misfits, #1)",Neil Patrick Harris,https://www.goodreads.com/book/show/28107444-the-magic-misfits
1226,Restart,Gordon Korman,https://www.goodreads.com/book/show/32819894-restart
1227,"Rules for Thieves (Rules for Thieves, #1)",Alexandra Ott,https://www.goodreads.com/book/show/27424750-rules-for-thieves
1228,Holly Farb and the Princess of the Galaxy,Gareth Wronski,https://www.goodreads.com/book/show/28107347-holly-farb-and-the-princess-of-the-galaxy
1229,A Dash of Dragon (Lailu Loganberry #1),Heidi Lang,https://www.goodreads.com/book/show/28274815-a-dash-of-dragon
1230,"The Vanderbeekers of 141st Street (The Vanderbeekers, #1)",Karina Yan Glaser,https://www.goodreads.com/book/show/33413919-the-vanderbeekers-of-141st-street
1231,Journey Across the Hidden Islands,Sarah Beth Durst,https://www.goodreads.com/book/show/25488323-journey-across-the-hidden-islands
1232,Short,Holly Goldberg Sloan,https://www.goodreads.com/book/show/30201160-short
1233,Insignificant Events in the Life of a Cactus,Dusti Bowling,https://www.goodreads.com/book/show/33986447-insignificant-events-in-the-life-of-a-cactus
1234,Greetings from Witness Protection!,Jake Burt,https://www.goodreads.com/book/show/33158544-greetings-from-witness-protection
1235,The Care and Feeding of a Pet Black Hole,Michelle Cuevas,https://www.goodreads.com/book/show/28107079-the-care-and-feeding-of-a-pet-black-hole
1236,Scar Island,Dan Gemeinhart,https://www.goodreads.com/book/show/29847473-scar-island
1237,"The Unbreakable Code (Book Scavenger, #2)",Jennifer Chambliss Bertman,https://www.goodreads.com/book/show/25944803-the-unbreakable-code
1238,Siren Sisters,Dana  Langer,https://www.goodreads.com/book/show/29711766-siren-sisters
1239,"Time Jumpers (Five Kingdoms, #5)",Brandon Mull,https://www.goodreads.com/book/show/17571277-time-jumpers
1240,Almost Paradise,Corabel Shofner,https://www.goodreads.com/book/show/25453065-almost-paradise
1241,"Whichwood (Furthermore, #2)",Tahereh Mafi,https://www.goodreads.com/book/show/31563982-whichwood
1242,Me and Marvin Gardens,Amy Sarig King,https://www.goodreads.com/book/show/25753099-me-and-marvin-gardens
1243,"A Boy Called Bat (A Boy Called Bat, #1)",Elana K. Arnold,https://www.goodreads.com/book/show/30653731-a-boy-called-bat
1244,The First Rule of Punk,Celia C. Pérez,https://www.goodreads.com/book/show/33245571-the-first-rule-of-punk
1245,The Gravedigger's Son,Patrick Moody,https://www.goodreads.com/book/show/28107230-the-gravedigger-s-son
1246,"The Gauntlet  (The Gauntlet, #1)",Karuna Riazi,https://www.goodreads.com/book/show/30312617-the-gauntlet
1247,The Goldfish Boy (Goldfish Boy #1),Lisa   Thompson,https://www.goodreads.com/book/show/26891408-the-goldfish-boy
1248,Snow & Rose,Emily Winfield Martin,https://www.goodreads.com/book/show/33972789-snow-rose
1249,"Wrath of the Storm (Mark of the Thief, #3)",Jennifer A. Nielsen,https://www.goodreads.com/book/show/30518478-wrath-of-the-storm
1250,"The Adventurers Guild (The Adventurers Guild, #1)",Zack Loran Clark,https://www.goodreads.com/book/show/29152019-the-adventurers-guild
1251,"The Witch Boy (The Witch Boy, #1)",Molly Knox Ostertag,https://www.goodreads.com/book/show/31193426-the-witch-boy
1252,"Quests for Glory (The School for Good and Evil: The Camelot Years, #1)",Soman Chainani,https://www.goodreads.com/book/show/31212082-quests-for-glory
1253,Star-Crossed,Barbara Dee,https://www.goodreads.com/book/show/27242442-star-crossed
1254,Spirit Hunters,Ellen Oh,https://www.goodreads.com/book/show/25117605-spirit-hunters
1255,"The Wizards of Once (The Wizards of Once, #1)",Cressida Cowell,https://www.goodreads.com/book/show/34455798-the-wizards-of-once
1256,The Glass Town Game,Catherynne M. Valente,https://www.goodreads.com/book/show/26810460-the-glass-town-game
1257,When the Moon Comes,Paul  Harbridge,https://www.goodreads.com/book/show/33597279-when-the-moon-comes
1258,"Brave (Berrybrook Middle School, #2)",Svetlana Chmakova,https://www.goodreads.com/book/show/30079697-brave
1259,Under Locker and Key,Allison K. Hymas,https://www.goodreads.com/book/show/30312779-under-locker-and-key
1260,Roll,Darcy  Miller,https://www.goodreads.com/book/show/28234631-roll
1261,"Dream Magic (Shadow Magic, #2)",Joshua Khan,https://www.goodreads.com/book/show/31423551-dream-magic
1262,Daniel Coldstar #1: The Relic War,Stel Pavlou,https://www.goodreads.com/book/show/33913848-daniel-coldstar-1
1263,The World's Greatest Detective,Caroline Carlson,https://www.goodreads.com/book/show/28573282-the-world-s-greatest-detective
1264,Secret Origins (Story Thieves #3),James  Riley,https://www.goodreads.com/book/show/30227925-secret-origins
1265,Karma Khullar's Mustache,Kristi Wientge,https://www.goodreads.com/book/show/27277199-karma-khullar-s-mustache
1266,"Last Day on Mars (Chronicle of the Dark Star, #1)",Kevin Emerson,https://www.goodreads.com/book/show/25183019-last-day-on-mars
1267,"Matylda, Bright and Tender",Holly M. McGhee,https://www.goodreads.com/book/show/31159629-matylda-bright-and-tender
1268,Simon Thorn and the Viper's Pit (Simon Thorn #2),Aimee Carter,https://www.goodreads.com/book/show/30038973-simon-thorn-and-the-viper-s-pit
1269,"Ghosts of Greenglass House (Greenglass House, #2)",Kate Milford,https://www.goodreads.com/book/show/29540279-ghosts-of-greenglass-house
1270,Family Game Night and Other Catastrophes,Mary E. Lambert,https://www.goodreads.com/book/show/29754357-family-game-night-and-other-catastrophes
1271,Hyacinth and the Secrets Beneath,Jacob Sager Weinstein,https://www.goodreads.com/book/show/31850994-hyacinth-and-the-secrets-beneath
1272,Ban This Book,Alan Gratz,https://www.goodreads.com/book/show/31702735-ban-this-book
1273,Tentacle and Wing,Sarah  Porter,https://www.goodreads.com/book/show/33503517-tentacle-and-wing
1274,The Countdown Conspiracy,Katie Slivensky,https://www.goodreads.com/book/show/26102519-the-countdown-conspiracy
1275,"I Love You, Michael Collins",Lauren Baratz-Logsted,https://www.goodreads.com/book/show/31145091-i-love-you-michael-collins
1276,Train I Ride,Paul   Mosier,https://www.goodreads.com/book/show/30037874-train-i-ride
1277,The Many Reflections of Miss Jane Deming,J. Anderson Coats,https://www.goodreads.com/book/show/25620395-the-many-reflections-of-miss-jane-deming
1278,One for Sorrow,Mary Downing Hahn,https://www.goodreads.com/book/show/26959786-one-for-sorrow
1279,No Place Like Home,Dee Romito,https://www.goodreads.com/book/show/28792592-no-place-like-home
1280,The Dollmaker of Krakow,R.M. Romero,https://www.goodreads.com/book/show/34079578-the-dollmaker-of-krakow
1281,"Patina (Track, #2)",Jason Reynolds,https://www.goodreads.com/book/show/34218224-patina
1282,The Stars Beneath Our Feet,David Barclay Moore,https://www.goodreads.com/book/show/34057229-the-stars-beneath-our-feet
1283,Zinnia and the Bees,Danielle   Davis,https://www.goodreads.com/book/show/32179015-zinnia-and-the-bees
1284,"Alan Cole Is Not a Coward (Alan Cole, #1)",Eric Bell,https://www.goodreads.com/book/show/29601444-alan-cole-is-not-a-coward
1285,The Unlikely Story of a Pig in the City,Jodi Kendall,https://www.goodreads.com/book/show/33914003-the-unlikely-story-of-a-pig-in-the-city
1286,Skavenger's Hunt,Mike Rich,https://www.goodreads.com/book/show/33534896-skavenger-s-hunt
1287,Tito the Bonecrusher,Melissa Thomson,https://www.goodreads.com/book/show/29102789-tito-the-bonecrusher
1288,One Shadow on the Wall,Leah  Henderson,https://www.goodreads.com/book/show/30313338-one-shadow-on-the-wall
1289,Halfway Normal,Barbara Dee,https://www.goodreads.com/book/show/32179034-halfway-normal
1290,The Castle in the Mist (The Other Side #1),Amy Ephron,https://www.goodreads.com/book/show/27508688-the-castle-in-the-mist
1291,The Silver Gate (Untitled #1),Kristin Bailey,https://www.goodreads.com/book/show/29938026-the-silver-gate
1292,"Daisy in Exile (Daisy Tannenbaum, #2)",J.T. Allen,https://www.goodreads.com/book/show/34835249-daisy-in-exile
1293,"Jasmine Toguchi, Mochi Queen",Debbi Michiko Florence,https://www.goodreads.com/book/show/25692020-jasmine-toguchi-mochi-queen
1294,"Yours Truly (Pumpkin Falls, #2)",Heather Vogel Frederick,https://www.goodreads.com/book/show/30227919-yours-truly
1295,Willows vs. Wolverines,Alison Cherry,https://www.goodreads.com/book/show/25543131-willows-vs-wolverines
1296,The House of Months and Years,Emma Trevayne,https://www.goodreads.com/book/show/28600763-the-house-of-months-and-years
1297,"The Emperor of Mars (Secrets of the Dragon Tomb, #2)",Patrick Samphire,https://www.goodreads.com/book/show/29102923-the-emperor-of-mars
1298,Miss Ellicott's School for the Magically Minded,Sage Blackwood,https://www.goodreads.com/book/show/30653902-miss-ellicott-s-school-for-the-magically-minded
1299,"Spy School (Spy School, #1)",Stuart Gibbs,https://www.goodreads.com/book/show/11750648-spy-school
1300,Ashes to Asheville,Sarah Dooley,https://www.goodreads.com/book/show/31146810-ashes-to-asheville
1301,"Stef Soto, Taco Queen",Jennifer    Torres,https://www.goodreads.com/book/show/25150366-stef-soto-taco-queen
1302,Invisible Emmie,Terri Libenson,https://www.goodreads.com/book/show/31371502-invisible-emmie
1303,Frogkisser!,Garth Nix,https://www.goodreads.com/book/show/29736231-frogkisser
1304,"Forever, or a Long, Long Time",Caela Carter,https://www.goodreads.com/book/show/30531524-forever-or-a-long-long-time
1305,Addie Bell’s Shortcut to Growing Up,Jessica Brody,https://www.goodreads.com/book/show/26259493-addie-bell-s-shortcut-to-growing-up
1306,The Wonderling,Mira Bartok,https://www.goodreads.com/book/show/26046482-the-wonderling
1307,"Unicorn Crossing (Phoebe and Her Unicorn, #5)",Dana Simpson,https://www.goodreads.com/book/show/31445569-unicorn-crossing
1308,This Would Make a Good Story Someday,Dana Alison Levy,https://www.goodreads.com/book/show/32623538-this-would-make-a-good-story-someday
1309,Tumble & Blue,Cassie Beasley,https://www.goodreads.com/book/show/33225520-tumble-blue
1310,The Super Secret Special Powers Club (The Adventures of Prince and Ashley #1),Justin T. Miller,https://www.goodreads.com/book/show/34744097-the-super-secret-special-powers-club
1311,"Dewey Fairchild, Parent Problem Solver (Dewey Fairchild, #1)",Lorri Horn,https://www.goodreads.com/book/show/34028307-dewey-fairchild-parent-problem-solver
1312,"Beatrice Zinker, Upside Down Thinker",Shelley Johannes,https://www.goodreads.com/book/show/29221528-beatrice-zinker-upside-down-thinker
1313,The Girl with the Ghost Machine,Lauren DeStefano,https://www.goodreads.com/book/show/31450963-the-girl-with-the-ghost-machine
1314,"The Mage (Foxcraft, #3)",Inbali Iserles,https://www.goodreads.com/book/show/34381556-the-mage
1315,"The Dreadful Tale of Prosper Redding (Prosper Redding, #1)",Alexandra Bracken,https://www.goodreads.com/book/show/33785202-the-dreadful-tale-of-prosper-redding
1316,Armstrong & Charlie,Steven B. Frank,https://www.goodreads.com/book/show/28107411-armstrong-charlie
