,rank,title,author,publisher,date,amazon links
1565,6,OF THEE I SING,by Barack Obama. Illustrated by Loren Long,Knopf,"March 20, 2011",http://www.amazon.com/Of-Thee-Sing-Letter-Daughters/dp/037583527X?tag=NYTBSREV-20
1566,7,INTERRUPTING CHICKEN,written and illustrated by David Ezra Stein,Candlewick,"March 20, 2011",http://www.amazon.com/Interrupting-Chicken-David-Ezra-Stein/dp/0763641685?tag=NYTBSREV-20
1567,8,I BROKE MY TRUNK!,by Mo Willems,Disney-Hyperion,"March 20, 2011",http://www.amazon.com/Broke-Trunk-Elephant-Piggie-Book/dp/1423133099?tag=NYTBSREV-20
1568,9,MADELINE AT THE WHITE HOUSE,written and illustrated by John Bemelmans Marciano,Viking,"March 20, 2011",http://www.amazon.com/Madeline-White-House-Bemelmans-Marciano/dp/0670012289?tag=NYTBSREV-20
1569,10,IT’S A BOOK,written and illustrated by Lane Smith,Roaring Brook,"March 20, 2011",http://www.amazon.com/Its-Book-Lane-Smith/dp/1596436069?tag=NYTBSREV-20
1570,1,SILVERLICIOUS,written and illustrated by Victoria Kann,Harper/HarperCollins,"March 13, 2011",http://www.amazon.com/Silverlicious-Pinkalicious-Victoria-Kann/dp/0061781231?tag=NYTBSREV-20
1571,2,LEGO STAR WARS,by Simon Beecroft,DK,"March 13, 2011",http://www.amazon.com/LEGO-Star-Wars-Visual-Dictionary/dp/0756655293?tag=NYTBSREV-20
1572,3,A SICK DAY FOR AMOS McGEE,by Philip C. Stead. Illustrated by Erin E. Stead,Roaring Brook,"March 13, 2011",http://www.amazon.com/A-Sick-Day-Amos-McGee/dp/1596434023?tag=NYTBSREV-20
1573,4,OF THEE I SING,by Barack Obama. Illustrated by Loren Long,Knopf,"March 13, 2011",http://www.amazon.com/Of-Thee-Sing-Letter-Daughters/dp/037583527X?tag=NYTBSREV-20
1574,5,DAVE THE POTTER,by Laban Carrick Hill. Illustrated by Bryan Collier,"Little, Brown","March 13, 2011",http://www.amazon.com/Dave-Potter-Artist-Poet-Slave/dp/031610731X?tag=NYTBSREV-20
1575,6,INTERRUPTING CHICKEN,written and illustrated by David Ezra Stein,Candlewick,"March 13, 2011",http://www.amazon.com/Interrupting-Chicken-David-Ezra-Stein/dp/0763641685?tag=NYTBSREV-20
1576,7,WHEN I GROW UP,by Al Yankovic. Illustrated by Wes Hargis,Harper/HarperCollins,"March 13, 2011",http://www.amazon.com/When-Grow-Up-Al-Yankovic/dp/0061926914?tag=NYTBSREV-20
1577,8,MADELINE AT THE WHITE HOUSE,written and illustrated by John Bemelmans Marciano,Viking,"March 13, 2011",http://www.amazon.com/Madeline-White-House-Bemelmans-Marciano/dp/0670012289?tag=NYTBSREV-20
1578,9,PONYELLA,written by Laura Numeroff and Nate Evans. Illustrated by Lynn Munsinger,Disney-Hyperion,"March 13, 2011",http://www.amazon.com/Ponyella-Laura-Numeroff/dp/1423102592?tag=NYTBSREV-20
1579,10,I BROKE MY TRUNK!,by Mo Willems,Disney-Hyperion,"March 13, 2011",http://www.amazon.com/Broke-Trunk-Elephant-Piggie-Book/dp/1423133099?tag=NYTBSREV-20
1580,1,SILVERLICIOUS,written and illustrated by Victoria Kann,Harper/HarperCollins,"March 6, 2011",http://www.amazon.com/Silverlicious-Pinkalicious-Victoria-Kann/dp/0061781231?tag=NYTBSREV-20
1581,2,OF THEE I SING,by Barack Obama. Illustrated by Loren Long,Knopf,"March 6, 2011",http://www.amazon.com/Of-Thee-Sing-Letter-Daughters/dp/037583527X?tag=NYTBSREV-20
1582,3,A SICK DAY FOR AMOS McGEE,by Philip C. Stead. Illustrated by Erin E. Stead,Roaring Brook,"March 6, 2011",http://www.amazon.com/A-Sick-Day-Amos-McGee/dp/1596434023?tag=NYTBSREV-20
1583,4,LEGO STAR WARS,by Simon Beecroft,DK,"March 6, 2011",http://www.amazon.com/LEGO-Star-Wars-Visual-Dictionary/dp/0756655293?tag=NYTBSREV-20
1584,5,WHEN I GROW UP,by Al Yankovic. Illustrated by Wes Hargis,Harper/HarperCollins,"March 6, 2011",http://www.amazon.com/When-Grow-Up-Al-Yankovic/dp/0061926914?tag=NYTBSREV-20
1585,6,INTERRUPTING CHICKEN,written and illustrated by David Ezra Stein,Candlewick,"March 6, 2011",http://www.amazon.com/Interrupting-Chicken-David-Ezra-Stein/dp/0763641685?tag=NYTBSREV-20
1586,7,"WHEREVER YOU ARE, MY LOVE WILL FIND YOU",written and illustrated by Nancy Tillman,Feiwel & Friends,"March 6, 2011",http://www.amazon.com/Wherever-You-Are-Love-Will/dp/0312549660?tag=NYTBSREV-20
1587,8,MADELINE AT THE WHITE HOUSE,written and illustrated by John Bemelmans Marciano,Viking,"March 6, 2011",http://www.amazon.com/Madeline-White-House-Bemelmans-Marciano/dp/0670012289?tag=NYTBSREV-20
1588,9,I BROKE MY TRUNK!,by Mo Willems,Disney-Hyperion,"March 6, 2011",http://www.amazon.com/Broke-Trunk-Elephant-Piggie-Book/dp/1423133099?tag=NYTBSREV-20
1589,10,WE ARE IN A BOOK!,written and illustrated by Mo Willems,Hyperion,"March 6, 2011",http://www.amazon.com/We-Are-Book-Elephant-Piggie/dp/1423133080?tag=NYTBSREV-20
1590,1,SILVERLICIOUS,written and illustrated by Victoria Kann,Harper/HarperCollins,"February 27, 2011",http://www.amazon.com/Silverlicious-Pinkalicious-Victoria-Kann/dp/0061781231?tag=NYTBSREV-20
1591,2,A SICK DAY FOR AMOS McGEE,by Philip C. Stead. Illustrated by Erin E. Stead,Roaring Brook,"February 27, 2011",http://www.amazon.com/A-Sick-Day-Amos-McGee/dp/1596434023?tag=NYTBSREV-20
1592,3,OF THEE I SING,by Barack Obama. Illustrated by Loren Long,Knopf,"February 27, 2011",http://www.amazon.com/Of-Thee-Sing-Letter-Daughters/dp/037583527X?tag=NYTBSREV-20
1593,4,I BROKE MY TRUNK!,by Mo Willems,Disney-Hyperion,"February 27, 2011",http://www.amazon.com/Broke-Trunk-Elephant-Piggie-Book/dp/1423133099?tag=NYTBSREV-20
1594,5,INTERRUPTING CHICKEN,written and illustrated by David Ezra Stein,Candlewick,"February 27, 2011",http://www.amazon.com/Interrupting-Chicken-David-Ezra-Stein/dp/0763641685?tag=NYTBSREV-20
1595,6,LEGO STAR WARS,by Simon Beecroft,DK,"February 27, 2011",http://www.amazon.com/LEGO-Star-Wars-Visual-Dictionary/dp/0756655293?tag=NYTBSREV-20
1596,7,"LOVE, SPLAT",written and illustrated by Rob Scotton,HarperCollins,"February 27, 2011",http://www.amazon.com/Love-Splat-Cat-Rob-Scotton/dp/0062077767?tag=NYTBSREV-20
1597,8,DARK EMPEROR AND OTHER POEMS OF THE NIGHT,by Joyce Sidman. Illustrated by Rick Allen,Houghton Mifflin,"February 27, 2011",http://www.amazon.com/Dark-Emperor-Other-Poems-Night/dp/0547152280?tag=NYTBSREV-20
1598,9,WHEN I GROW UP,by Al Yankovic. Illustrated by Wes Hargis,Harper/HarperCollins,"February 27, 2011",http://www.amazon.com/When-Grow-Up-Al-Yankovic/dp/0061926914?tag=NYTBSREV-20
1599,10,"WHEREVER YOU ARE, MY LOVE WILL FIND YOU",written and illustrated by Nancy Tillman,Feiwel & Friends,"February 27, 2011",http://www.amazon.com/Wherever-You-Are-Love-Will/dp/0312549660?tag=NYTBSREV-20
1600,1,SILVERLICIOUS,written and illustrated by Victoria Kann,Harper/HarperCollins,"February 20, 2011",http://www.amazon.com/Silverlicious-Pinkalicious-Victoria-Kann/dp/0061781231?tag=NYTBSREV-20
1601,2,A SICK DAY FOR AMOS McGEE,by Philip C. Stead. Illustrated by Erin E. Stead,Roaring Brook,"February 20, 2011",http://www.amazon.com/A-Sick-Day-Amos-McGee/dp/1596434023?tag=NYTBSREV-20
1602,3,OF THEE I SING,by Barack Obama. Illustrated by Loren Long,Knopf,"February 20, 2011",http://www.amazon.com/Of-Thee-Sing-Letter-Daughters/dp/037583527X?tag=NYTBSREV-20
1603,4,WHEN I GROW UP,by Al Yankovic. Illustrated by Wes Hargis,Harper/HarperCollins,"February 20, 2011",http://www.amazon.com/When-Grow-Up-Al-Yankovic/dp/0061926914?tag=NYTBSREV-20
1604,5,LEGO STAR WARS,by Simon Beecroft,DK,"February 20, 2011",http://www.amazon.com/LEGO-Star-Wars-Visual-Dictionary/dp/0756655293?tag=NYTBSREV-20
1605,6,INTERRUPTING CHICKEN,written and illustrated by David Ezra Stein,Candlewick,"February 20, 2011",http://www.amazon.com/Interrupting-Chicken-David-Ezra-Stein/dp/0763641685?tag=NYTBSREV-20
1606,7,"WHEREVER YOU ARE, MY LOVE WILL FIND YOU",written and illustrated by Nancy Tillman,Feiwel & Friends,"February 20, 2011",http://www.amazon.com/Wherever-You-Are-Love-Will/dp/0312549660?tag=NYTBSREV-20
1607,8,IT’S A BOOK,written and illustrated by Lane Smith,Roaring Brook,"February 20, 2011",http://www.amazon.com/Its-Book-Lane-Smith/dp/1596436069?tag=NYTBSREV-20
1608,9,MADELINE AT THE WHITE HOUSE,written and illustrated by John Bemelmans Marciano,Viking,"February 20, 2011",http://www.amazon.com/Madeline-White-House-Bemelmans-Marciano/dp/0670012289?tag=NYTBSREV-20
1609,10,LITTLE WHITE RABBIT,written and illustrated by Kevin Henkes,Greenwillow/HarperCollins,"February 20, 2011",http://www.amazon.com/Little-White-Rabbit-Kevin-Henkes/dp/0062006428?tag=NYTBSREV-20
1610,1,OF THEE I SING,by Barack Obama. Illustrated by Loren Long,Knopf,"February 13, 2011",http://www.amazon.com/Of-Thee-Sing-Letter-Daughters/dp/037583527X?tag=NYTBSREV-20
1611,2,A SICK DAY FOR AMOS McGEE,by Philip C. Stead. Illustrated by Erin E. Stead,Roaring Brook,"February 13, 2011",http://www.amazon.com/A-Sick-Day-Amos-McGee/dp/1596434023?tag=NYTBSREV-20
1612,3,IT’S A BOOK,written and illustrated by Lane Smith,Roaring Brook,"February 13, 2011",http://www.amazon.com/Its-Book-Lane-Smith/dp/1596436069?tag=NYTBSREV-20
1613,4,LEGO STAR WARS,by Simon Beecroft,DK,"February 13, 2011",http://www.amazon.com/LEGO-Star-Wars-Visual-Dictionary/dp/0756655293?tag=NYTBSREV-20
1614,5,DAVE THE POTTER,by Laban Carrick Hill. Illustrated by Bryan Collier,"Little, Brown","February 13, 2011",http://www.amazon.com/Dave-Potter-Artist-Poet-Slave/dp/031610731X?tag=NYTBSREV-20
1615,6,MADELINE AT THE WHITE HOUSE,written and illustrated by John Bemelmans Marciano,Viking,"February 13, 2011",http://www.amazon.com/Madeline-White-House-Bemelmans-Marciano/dp/0670012289?tag=NYTBSREV-20
1616,7,YOU CAN BE A FRIEND,by Tony Dungy and Lauren Dungy. Illustrated by Ron Mazellan,Little Simon Inspirations/Simon & Schuster,"February 13, 2011",http://www.amazon.com/You-Can-Friend-Tony-Dungy/dp/1416997717?tag=NYTBSREV-20
1617,8,LITTLE WHITE RABBIT,written and illustrated by Kevin Henkes,Greenwillow/HarperCollins,"February 13, 2011",http://www.amazon.com/Little-White-Rabbit-Kevin-Henkes/dp/0062006428?tag=NYTBSREV-20
1618,9,KNUFFLE BUNNY FREE,written and illustrated by Mo Willems,Balzer & Bray/HarperCollins,"February 13, 2011",http://www.amazon.com/Knuffle-Bunny-Free-Unexpected-Diversion/dp/0061929573?tag=NYTBSREV-20
1619,10,PONYELLA,written by Laura Numeroff and Nate Evans. Illustrated by Lynn Munsinger,Disney-Hyperion,"February 13, 2011",http://www.amazon.com/Ponyella-Laura-Numeroff/dp/1423102592?tag=NYTBSREV-20
1620,1,OF THEE I SING,by Barack Obama. Illustrated by Loren Long,Knopf,"February 6, 2011",http://www.amazon.com/Of-Thee-Sing-Letter-Daughters/dp/037583527X?tag=NYTBSREV-20
1621,2,A SICK DAY FOR AMOS McGEE,by Philip C. Stead. Illustrated by Erin E. Stead,Roaring Brook,"February 6, 2011",http://www.amazon.com/A-Sick-Day-Amos-McGee/dp/1596434023?tag=NYTBSREV-20
1622,3,IT’S A BOOK,written and illustrated by Lane Smith,Roaring Brook,"February 6, 2011",http://www.amazon.com/Its-Book-Lane-Smith/dp/1596436069?tag=NYTBSREV-20
1623,4,LEGO STAR WARS,by Simon Beecroft,DK,"February 6, 2011",http://www.amazon.com/LEGO-Star-Wars-Visual-Dictionary/dp/0756655293?tag=NYTBSREV-20
1624,5,OLIVIA GOES TO VENICE,written and illustrated by Ian Falconer,Atheneum,"February 6, 2011",http://www.amazon.com/Olivia-Goes-Venice-Ian-Falconer/dp/1416996745?tag=NYTBSREV-20
1625,6,KNUFFLE BUNNY FREE,written and illustrated by Mo Willems,Balzer & Bray/HarperCollins,"February 6, 2011",http://www.amazon.com/Knuffle-Bunny-Free-Unexpected-Diversion/dp/0061929573?tag=NYTBSREV-20
1626,7,PONYELLA,written by Laura Numeroff and Nate Evans. Illustrated by Lynn Munsinger,Hyperion,"February 6, 2011",http://www.amazon.com/Ponyella-Laura-Numeroff/dp/1423102592?tag=NYTBSREV-20
1627,8,"WHEREVER YOU ARE, MY LOVE WILL FIND YOU",written and illustrated by Nancy Tillman,Feiwel & Friends,"February 6, 2011",http://www.amazon.com/Wherever-You-Are-Love-Will/dp/0312549660?tag=NYTBSREV-20
1628,9,INTERRUPTING CHICKEN,written and illustrated by David Ezra Stein,Candlewick,"February 6, 2011",http://www.amazon.com/Interrupting-Chicken-David-Ezra-Stein/dp/0763641685?tag=NYTBSREV-20
1629,10,ART AND MAX,written and illustrated by David Wiesner,Clarion,"February 6, 2011",http://www.amazon.com/Art-Max-David-Wiesner/dp/0618756639?tag=NYTBSREV-20
1630,1,OF THEE I SING,by Barack Obama. Illustrated by Loren Long,Knopf,"January 30, 2011",http://www.amazon.com/Of-Thee-Sing-Letter-Daughters/dp/037583527X?tag=NYTBSREV-20
1631,2,A SICK DAY FOR AMOS McGEE,by Philip C. Stead. Illustrated by Erin E. Stead,Roaring Brook,"January 30, 2011",http://www.amazon.com/A-Sick-Day-Amos-McGee/dp/1596434023?tag=NYTBSREV-20
1632,3,INTERRUPTING CHICKEN,written and illustrated by David Ezra Stein,Candlewick,"January 30, 2011",http://www.amazon.com/Interrupting-Chicken-David-Ezra-Stein/dp/0763641685?tag=NYTBSREV-20
1633,4,LEGO STAR WARS,by Simon Beecroft,DK,"January 30, 2011",http://www.amazon.com/LEGO-Star-Wars-Visual-Dictionary/dp/0756655293?tag=NYTBSREV-20
1634,5,DARK EMPEROR AND OTHER POEMS OF THE NIGHT,by Joyce Sidman. Illustrated by Rick Allen,Houghton Mifflin,"January 30, 2011",http://www.amazon.com/Dark-Emperor-Other-Poems-Night/dp/0547152280?tag=NYTBSREV-20
1635,6,DAVE THE POTTER,by Laban Carrick Hill. Illustrated by Bryan Collier,"Little, Brown","January 30, 2011",http://www.amazon.com/Dave-Potter-Artist-Poet-Slave/dp/031610731X?tag=NYTBSREV-20
1636,7,IT’S A BOOK,written and illustrated by Lane Smith,Roaring Brook,"January 30, 2011",http://www.amazon.com/Its-Book-Lane-Smith/dp/1596436069?tag=NYTBSREV-20
1637,8,"WHEREVER YOU ARE, MY LOVE WILL FIND YOU",written and illustrated by Nancy Tillman,Feiwel & Friends,"January 30, 2011",http://www.amazon.com/Wherever-You-Are-Love-Will/dp/0312549660?tag=NYTBSREV-20
1638,9,ART AND MAX,written and illustrated by David Wiesner,Clarion,"January 30, 2011",http://www.amazon.com/Art-Max-David-Wiesner/dp/0618756639?tag=NYTBSREV-20
1639,10,KNUFFLE BUNNY FREE,written and illustrated by Mo Willems,Balzer & Bray/HarperCollins,"January 30, 2011",http://www.amazon.com/Knuffle-Bunny-Free-Unexpected-Diversion/dp/0061929573?tag=NYTBSREV-20
1640,1,OF THEE I SING,by Barack Obama. Illustrated by Loren Long,Knopf,"January 23, 2011",http://www.amazon.com/Of-Thee-Sing-Letter-Daughters/dp/037583527X?tag=NYTBSREV-20
1641,2,LEGO STAR WARS,by Simon Beecroft,DK,"January 23, 2011",http://www.amazon.com/LEGO-Star-Wars-Visual-Dictionary/dp/0756655293?tag=NYTBSREV-20
1642,3,LLAMA LLAMA HOLIDAY DRAMA,by Anna Dewdney,Viking,"January 23, 2011",http://www.amazon.com/Llama-Holiday-Drama-Anna-Dewdney/dp/0670011614?tag=NYTBSREV-20
1643,4,"WHEREVER YOU ARE, MY LOVE WILL FIND YOU",written and illustrated by Nancy Tillman,Feiwel & Friends,"January 23, 2011",http://www.amazon.com/Wherever-You-Are-Love-Will/dp/0312549660?tag=NYTBSREV-20
1644,5,IT’S A BOOK,written and illustrated by Lane Smith,Roaring Brook,"January 23, 2011",http://www.amazon.com/Its-Book-Lane-Smith/dp/1596436069?tag=NYTBSREV-20
1645,6,KNUFFLE BUNNY FREE,written and illustrated by Mo Willems,Balzer & Bray/HarperCollins,"January 23, 2011",http://www.amazon.com/Knuffle-Bunny-Free-Unexpected-Diversion/dp/0061929573?tag=NYTBSREV-20
1646,7,OLIVIA GOES TO VENICE,written and illustrated by Ian Falconer,Atheneum,"January 23, 2011",http://www.amazon.com/Olivia-Goes-Venice-Ian-Falconer/dp/1416996745?tag=NYTBSREV-20
1647,8,ART AND MAX,written and illustrated by David Wiesner,Clarion,"January 23, 2011",http://www.amazon.com/Art-Max-David-Wiesner/dp/0618756639?tag=NYTBSREV-20
1648,9,THE QUIET BOOK,by Deborah Underwood. Illustrated by Renata Liwska,Houghton Mifflin Harcourt,"January 23, 2011",http://www.amazon.com/The-Quiet-Book-Deborah-Underwood/dp/0547215673?tag=NYTBSREV-20
1649,10,CHILDREN MAKE TERRIBLE PETS,written and illustrated by Peter Brown,"Little, Brown","January 23, 2011",http://www.amazon.com/Children-Terrible-Starring-Lucille-Beatrice/dp/0316015482?tag=NYTBSREV-20
1650,1,OF THEE I SING,by Barack Obama. Illustrated by Loren Long,Knopf,"January 16, 2011",http://www.amazon.com/Of-Thee-Sing-Letter-Daughters/dp/037583527X?tag=NYTBSREV-20
1651,2,LEGO STAR WARS,by Simon Beecroft,DK,"January 16, 2011",http://www.amazon.com/LEGO-Star-Wars-Visual-Dictionary/dp/0756655293?tag=NYTBSREV-20
1652,3,IT’S A BOOK,written and illustrated by Lane Smith,Roaring Brook,"January 16, 2011",http://www.amazon.com/Its-Book-Lane-Smith/dp/1596436069?tag=NYTBSREV-20
1653,4,THE QUIET BOOK,by Deborah Underwood. Illustrated by Renata Liwska,Houghton Mifflin Harcourt,"January 16, 2011",http://www.amazon.com/The-Quiet-Book-Deborah-Underwood/dp/0547215673?tag=NYTBSREV-20
1654,5,STAR WARS,by Rufus Butler Seder,Workman,"January 16, 2011",http://www.amazon.com/Star-Wars-Scanimation-Iconic-Scenes/dp/0761158464?tag=NYTBSREV-20
1655,6,LLAMA LLAMA HOLIDAY DRAMA,by Anna Dewdney,Viking,"January 16, 2011",http://www.amazon.com/Llama-Holiday-Drama-Anna-Dewdney/dp/0670011614?tag=NYTBSREV-20
1656,7,FABULOUS FASHION BOUTIQUE,by Jane O’Connor. Illustrated by Robin Preiss Glasser,HarperCollins,"January 16, 2011",http://www.amazon.com/Fancy-Nancy-Fabulous-Fashion-Boutique/dp/006123592X?tag=NYTBSREV-20
1657,8,OLIVIA GOES TO VENICE,written and illustrated by Ian Falconer,Atheneum,"January 16, 2011",http://www.amazon.com/Olivia-Goes-Venice-Ian-Falconer/dp/1416996745?tag=NYTBSREV-20
1658,9,ART AND MAX,written and illustrated by David Wiesner,Clarion,"January 16, 2011",http://www.amazon.com/Art-Max-David-Wiesner/dp/0618756639?tag=NYTBSREV-20
1659,10,KNUFFLE BUNNY FREE,written and illustrated by Mo Willems,Balzer & Bray/HarperCollins,"January 16, 2011",http://www.amazon.com/Knuffle-Bunny-Free-Unexpected-Diversion/dp/0061929573?tag=NYTBSREV-20
1660,1,OF THEE I SING,by Barack Obama. Illustrated by Loren Long,Knopf,"January 9, 2011",http://www.amazon.com/Of-Thee-Sing-Letter-Daughters/dp/037583527X?tag=NYTBSREV-20
1661,2,THE NIGHT BEFORE CHRISTMAS,by Clement C. Moore. Various illustrators,Various publishers,"January 9, 2011",http://www.amazon.com/Night-Before-Christmas-Little-Golden/dp/030796003X?tag=NYTBSREV-20
1662,3,LEGO STAR WARS,by Simon Beecroft,DK,"January 9, 2011",http://www.amazon.com/LEGO-Star-Wars-Visual-Dictionary/dp/0756655293?tag=NYTBSREV-20
1663,4,SPLENDIFEROUS CHRISTMAS,by Jane O’Connor. Illustrated by Robin Preiss Glasser,Harper/HarperCollins,"January 9, 2011",http://www.amazon.com/Splendiferous-Christmas-Fancy-Nancy-OConnor/dp/0061235903?tag=NYTBSREV-20
1664,5,LLAMA LLAMA HOLIDAY DRAMA,by Anna Dewdney,Viking,"January 9, 2011",http://www.amazon.com/Llama-Holiday-Drama-Anna-Dewdney/dp/0670011614?tag=NYTBSREV-20
1665,6,STAR WARS,by Rufus Butler Seder,Workman,"January 9, 2011",http://www.amazon.com/Star-Wars-Scanimation-Iconic-Scenes/dp/0761158464?tag=NYTBSREV-20
1666,7,ART AND MAX,written and illustrated by David Wiesner,Clarion,"January 9, 2011",http://www.amazon.com/Art-Max-David-Wiesner/dp/0618756639?tag=NYTBSREV-20
1667,8,IT’S A BOOK,written and illustrated by Lane Smith,Roaring Brook,"January 9, 2011",http://www.amazon.com/Its-Book-Lane-Smith/dp/1596436069?tag=NYTBSREV-20
1668,9,KNUFFLE BUNNY FREE,written and illustrated by Mo Willems,Balzer & Bray/HarperCollins,"January 9, 2011",http://www.amazon.com/Knuffle-Bunny-Free-Unexpected-Diversion/dp/0061929573?tag=NYTBSREV-20
1669,10,MY NAME IS NOT ISABELLA,by Jennifer Fosberry. Illustrated by Mike Litwin,Jabberwocky/Sourcebooks,"January 9, 2011",http://www.amazon.com/My-Name-Is-Not-Isabella/dp/1402243952?tag=NYTBSREV-20
1670,1,OF THEE I SING,by Barack Obama. Illustrated by Loren Long,Knopf,"January 2, 2011",http://www.amazon.com/Of-Thee-Sing-Letter-Daughters/dp/037583527X?tag=NYTBSREV-20
1671,2,THE NIGHT BEFORE CHRISTMAS,by Clement C. Moore. Various illustrators,Various publishers,"January 2, 2011",http://www.amazon.com/Night-Before-Christmas-Little-Golden/dp/030796003X?tag=NYTBSREV-20
1672,3,LEGO STAR WARS,by Simon Beecroft,DK,"January 2, 2011",http://www.amazon.com/LEGO-Star-Wars-Visual-Dictionary/dp/0756655293?tag=NYTBSREV-20
1673,4,LLAMA LLAMA HOLIDAY DRAMA,by Anna Dewdney,Viking,"January 2, 2011",http://www.amazon.com/Llama-Holiday-Drama-Anna-Dewdney/dp/0670011614?tag=NYTBSREV-20
1674,5,SPLENDIFEROUS CHRISTMAS,by Jane O’Connor. Illustrated by Robin Preiss Glasser,Harper/HarperCollins,"January 2, 2011",http://www.amazon.com/Splendiferous-Christmas-Fancy-Nancy-OConnor/dp/0061235903?tag=NYTBSREV-20
1675,6,HIDE!!!,by Jeff Foxworthy. Illustrated by Steven Bjorkman,Beaufort Books,"January 2, 2011",http://www.amazon.com/Hide-Jeff-Foxworthy/dp/0825305543?tag=NYTBSREV-20
1676,7,ART AND MAX,written and illustrated by David Wiesner,Clarion,"January 2, 2011",http://www.amazon.com/Art-Max-David-Wiesner/dp/0618756639?tag=NYTBSREV-20
1677,8,IT’S A BOOK,written and illustrated by Lane Smith,Roaring Brook,"January 2, 2011",http://www.amazon.com/Its-Book-Lane-Smith/dp/1596436069?tag=NYTBSREV-20
1678,9,"IT'S CHRISTMAS, DAVID!",written and illustrated by David Shannon,Blue Sky/Scholastic,"January 2, 2011",http://www.amazon.com/Its-Christmas-David-Shannon/dp/054514311X?tag=NYTBSREV-20
1679,10,FABULOUS FASHION BOUTIQUE,by Jane O’Connor. Illustrated by Robin Preiss Glasser,HarperCollins,"January 2, 2011",http://www.amazon.com/Fancy-Nancy-Fabulous-Fashion-Boutique/dp/006123592X?tag=NYTBSREV-20
1680,1,OF THEE I SING,by Barack Obama. Illustrated by Loren Long,Knopf,"December 26, 2010",http://www.amazon.com/Of-Thee-Sing-Letter-Daughters/dp/037583527X?tag=NYTBSREV-20
1681,2,LLAMA LLAMA HOLIDAY DRAMA,by Anna Dewdney,Viking,"December 26, 2010",http://www.amazon.com/Llama-Holiday-Drama-Anna-Dewdney/dp/0670011614?tag=NYTBSREV-20
1682,3,LEGO STAR WARS,by Simon Beecroft,DK,"December 26, 2010",http://www.amazon.com/LEGO-Star-Wars-Visual-Dictionary/dp/0756655293?tag=NYTBSREV-20
1683,4,SPLENDIFEROUS CHRISTMAS,by Jane O’Connor. Illustrated by Robin Preiss Glasser,Harper/HarperCollins,"December 26, 2010",http://www.amazon.com/Splendiferous-Christmas-Fancy-Nancy-OConnor/dp/0061235903?tag=NYTBSREV-20
1684,5,THE NIGHT BEFORE CHRISTMAS,by Clement C. Moore. Various illustrators,Various publishers,"December 26, 2010",http://www.amazon.com/Night-Before-Christmas-Little-Golden/dp/030796003X?tag=NYTBSREV-20
1685,6,FABULOUS FASHION BOUTIQUE,by Jane O’Connor. Illustrated by Robin Preiss Glasser,HarperCollins,"December 26, 2010",http://www.amazon.com/Fancy-Nancy-Fabulous-Fashion-Boutique/dp/006123592X?tag=NYTBSREV-20
1686,7,ART AND MAX,written and illustrated by David Wiesner,Clarion,"December 26, 2010",http://www.amazon.com/Art-Max-David-Wiesner/dp/0618756639?tag=NYTBSREV-20
1687,8,"IT'S CHRISTMAS, DAVID!",written and illustrated by David Shannon,Blue Sky/Scholastic,"December 26, 2010",http://www.amazon.com/Its-Christmas-David-Shannon/dp/054514311X?tag=NYTBSREV-20
1688,9,IT’S A BOOK,written and illustrated by Lane Smith,Roaring Brook,"December 26, 2010",http://www.amazon.com/Its-Book-Lane-Smith/dp/1596436069?tag=NYTBSREV-20
1689,10,KNUFFLE BUNNY FREE,written and illustrated by Mo Willems,Balzer & Bray/HarperCollins,"December 26, 2010",http://www.amazon.com/Knuffle-Bunny-Free-Unexpected-Diversion/dp/0061929573?tag=NYTBSREV-20
1690,1,OF THEE I SING,by Barack Obama. Illustrated by Loren Long,Knopf,"December 19, 2010",http://www.amazon.com/Of-Thee-Sing-Letter-Daughters/dp/037583527X?tag=NYTBSREV-20
1691,2,LLAMA LLAMA HOLIDAY DRAMA,by Anna Dewdney,Viking,"December 19, 2010",http://www.amazon.com/Llama-Holiday-Drama-Anna-Dewdney/dp/0670011614?tag=NYTBSREV-20
1692,3,LEGO STAR WARS,by Simon Beecroft,DK,"December 19, 2010",http://www.amazon.com/LEGO-Star-Wars-Visual-Dictionary/dp/0756655293?tag=NYTBSREV-20
1693,4,SPLENDIFEROUS CHRISTMAS,by Jane O’Connor. Illustrated by Robin Preiss Glasser,Harper/HarperCollins,"December 19, 2010",http://www.amazon.com/Splendiferous-Christmas-Fancy-Nancy-OConnor/dp/0061235903?tag=NYTBSREV-20
1694,5,KNUFFLE BUNNY FREE,written and illustrated by Mo Willems,Balzer & Bray/HarperCollins,"December 19, 2010",http://www.amazon.com/Knuffle-Bunny-Free-Unexpected-Diversion/dp/0061929573?tag=NYTBSREV-20
1695,6,THE NIGHT BEFORE CHRISTMAS,by Clement C. Moore. Various illustrators,Various publishers,"December 19, 2010",http://www.amazon.com/Night-Before-Christmas-Little-Golden/dp/030796003X?tag=NYTBSREV-20
1696,7,FABULOUS FASHION BOUTIQUE,by Jane O’Connor. Illustrated by Robin Preiss Glasser,HarperCollins,"December 19, 2010",http://www.amazon.com/Fancy-Nancy-Fabulous-Fashion-Boutique/dp/006123592X?tag=NYTBSREV-20
1697,8,"IT'S CHRISTMAS, DAVID!",written and illustrated by David Shannon,Blue Sky/Scholastic,"December 19, 2010",http://www.amazon.com/Its-Christmas-David-Shannon/dp/054514311X?tag=NYTBSREV-20
