,rank,title,author,publisher,date,amazon links
15,6,"THANK YOU, TEACHER FROM THE VERY HUNGRY CATERPILLAR",by Eric Carle,World of Eric Carle,28-May-23,https://www.amazon.com/dp/0593226186?tag=NYTBSREV-20
16,7,DRAGONS LOVE TACOS,by Adam Rubin. Illustrated by Daniel Salmieri,Dial,28-May-23,http://www.amazon.com/Dragons-Love-Tacos-Adam-Rubin/dp/0803736800?tag=NYTBSREV-20
17,8,WOO HOO! YOU'RE DOING GREAT!,by Sandra Boynton,"Little, Brown",28-May-23,https://www.amazon.com/dp/0316486795?tag=NYTBSREV-20
18,9,THE DAY THE CRAYONS QUIT,by Drew Daywalt. Illustrated by Oliver Jeffers,Philomel,28-May-23,http://www.amazon.com/The-Crayons-Quit-Drew-Daywalt/dp/0399255370?tag=NYTBSREV-20
19,10,I WISH YOU MORE,by Amy Krouse Rosenthal. Illustrated by Tom Lichtenheld,Chronicle,28-May-23,http://www.amazon.com/Wish-You-More-Krouse-Rosenthal/dp/1452126992?tag=NYTBSREV-20
20,1,BECAUSE I HAD A TEACHER,by Kobi Yamada. Illustrated by Natalie Russell,Compendium,21-May-23,https://www.amazon.com/Because-Had-Teacher-teachers-everywhere/dp/1943200084?tag=NYTBSREV-20
21,2,DRAGONS LOVE TACOS,by Adam Rubin. Illustrated by Daniel Salmieri,Dial,21-May-23,http://www.amazon.com/Dragons-Love-Tacos-Adam-Rubin/dp/0803736800?tag=NYTBSREV-20
22,3,"THANK YOU, TEACHER FROM THE VERY HUNGRY CATERPILLAR",by Eric Carle,World of Eric Carle,21-May-23,https://www.amazon.com/dp/0593226186?tag=NYTBSREV-20
23,4,THE WONDERFUL THINGS YOU WILL BE,by Emily Winfield Martin,Random House,21-May-23,http://www.amazon.com/The-Wonderful-Things-You-Will/dp/0385376715?tag=NYTBSREV-20
24,5,LITTLE TROUBLEMAKER MAKES A MESS,by Luvvie Ajayi Jones. Illustrated by Joey Spiotto,Philomel,21-May-23,https://www.amazon.com/dp/0593526090?tag=NYTBSREV-20
25,6,WHY A SON NEEDS A MOM,by Gregory E. Lang. Illustrated by Gail Yerrill,Sourcebooks Wonderland,21-May-23,https://www.amazon.com/dp/1728235847?tag=NYTBSREV-20
26,7,REPEAT AFTER ME,by Jazmyn Simon and Dulé Hill. Illustrated by Shamar Knight-Justice,Random House,21-May-23,https://www.amazon.com/dp/0593426975?tag=NYTBSREV-20
27,8,I LOVE MOM WITH THE VERY HUNGRY CATERPILLAR,by Eric Carle,Grosset & Dunlap,21-May-23,https://www.amazon.com/Love-Hungry-Caterpillar-World-Carle/dp/0451533461?tag=NYTBSREV-20
28,9,THE DAY THE CRAYONS QUIT,by Drew Daywalt. Illustrated by Oliver Jeffers,Philomel,21-May-23,http://www.amazon.com/The-Crayons-Quit-Drew-Daywalt/dp/0399255370?tag=NYTBSREV-20
29,10,BIG,by Vashti Harrison,"Little, Brown",21-May-23,https://www.amazon.com/dp/0316353221?tag=NYTBSREV-20
30,1,BECAUSE I HAD A TEACHER,by Kobi Yamada. Illustrated by Natalie Russell,Compendium,14-May-23,https://www.amazon.com/Because-Had-Teacher-teachers-everywhere/dp/1943200084?tag=NYTBSREV-20
31,2,DRAGONS LOVE TACOS,by Adam Rubin. Illustrated by Daniel Salmieri,Dial,14-May-23,http://www.amazon.com/Dragons-Love-Tacos-Adam-Rubin/dp/0803736800?tag=NYTBSREV-20
32,3,THE WONDERFUL THINGS YOU WILL BE,by Emily Winfield Martin,Random House,14-May-23,http://www.amazon.com/The-Wonderful-Things-You-Will/dp/0385376715?tag=NYTBSREV-20
33,4,THE DAY THE CRAYONS QUIT,by Drew Daywalt. Illustrated by Oliver Jeffers,Philomel,14-May-23,http://www.amazon.com/The-Crayons-Quit-Drew-Daywalt/dp/0399255370?tag=NYTBSREV-20
34,5,WOO HOO! YOU'RE DOING GREAT!,by Sandra Boynton,"Little, Brown",14-May-23,https://www.amazon.com/dp/0316486795?tag=NYTBSREV-20
35,6,DOLLY PARTON'S BILLY THE KID MAKES IT BIG,by Dolly Parton with Erica S. Perl. Illustrated by MacKenzie Haley,Penguin Workshop,14-May-23,https://www.amazon.com/dp/0593661575?tag=NYTBSREV-20
36,7,I WISH YOU MORE,by Amy Krouse Rosenthal. Illustrated by Tom Lichtenheld,Chronicle,14-May-23,http://www.amazon.com/Wish-You-More-Krouse-Rosenthal/dp/1452126992?tag=NYTBSREV-20
37,8,"THANK YOU, TEACHER FROM THE VERY HUNGRY CATERPILLAR",by Eric Carle,World of Eric Carle,14-May-23,https://www.amazon.com/dp/0593226186?tag=NYTBSREV-20
38,9,THE BOOK WITH NO PICTURES,by B.J. Novak,Dial,14-May-23,http://www.amazon.com/The-Book-Pictures-B-J-Novak/dp/0803741715?tag=NYTBSREV-20
39,10,I LOVE MOM WITH THE VERY HUNGRY CATERPILLAR,by Eric Carle,Grosset & Dunlap,14-May-23,https://www.amazon.com/Love-Hungry-Caterpillar-World-Carle/dp/0451533461?tag=NYTBSREV-20
40,1,THE WONDERFUL THINGS YOU WILL BE,by Emily Winfield Martin,Random House,7-May-23,http://www.amazon.com/The-Wonderful-Things-You-Will/dp/0385376715?tag=NYTBSREV-20
41,2,DRAGONS LOVE TACOS,by Adam Rubin. Illustrated by Daniel Salmieri,Dial,7-May-23,http://www.amazon.com/Dragons-Love-Tacos-Adam-Rubin/dp/0803736800?tag=NYTBSREV-20
42,3,THE DAY THE CRAYONS QUIT,by Drew Daywalt. Illustrated by Oliver Jeffers,Philomel,7-May-23,http://www.amazon.com/The-Crayons-Quit-Drew-Daywalt/dp/0399255370?tag=NYTBSREV-20
43,4,WHAT DO YOU DO WITH AN IDEA?,by Kobi Yamada. Illustrated by Mae Besom,Compendium,7-May-23,http://www.amazon.com/What-Do-You-Idea/dp/1938298071?tag=NYTBSREV-20
44,5,WOO HOO! YOU'RE DOING GREAT!,by Sandra Boynton,"Little, Brown",7-May-23,https://www.amazon.com/dp/0316486795?tag=NYTBSREV-20
45,6,I WISH YOU MORE,by Amy Krouse Rosenthal. Illustrated by Tom Lichtenheld,Chronicle,7-May-23,http://www.amazon.com/Wish-You-More-Krouse-Rosenthal/dp/1452126992?tag=NYTBSREV-20
46,7,THE BOOK WITH NO PICTURES,by B.J. Novak,Dial,7-May-23,http://www.amazon.com/The-Book-Pictures-B-J-Novak/dp/0803741715?tag=NYTBSREV-20
47,8,"GOOD NIGHT, LITTLE BLUE TRUCK",by Alice Schertle and Jill McElmurry,Clarion,7-May-23,https://www.amazon.com/Good-Night-Little-Blue-Truck/dp/132885213X?tag=NYTBSREV-20
48,9,GRUMPY MONKEY,by Suzanne Lang. Illustrated by Max Lang,Random House,7-May-23,https://www.amazon.com/Grumpy-Monkey-Suzanne-Lang/dp/0553537865?tag=NYTBSREV-20
49,10,THE SMART COOKIE,by Jory John. Illustrated by Pete Oswald,Harper,7-May-23,https://www.amazon.com/dp/0063045400?tag=NYTBSREV-20
50,1,THE WONDERFUL THINGS YOU WILL BE,by Emily Winfield Martin,Random House,30-Apr-23,http://www.amazon.com/The-Wonderful-Things-You-Will/dp/0385376715?tag=NYTBSREV-20
51,2,THE DAY THE CRAYONS QUIT,by Drew Daywalt. Illustrated by Oliver Jeffers,Philomel,30-Apr-23,http://www.amazon.com/The-Crayons-Quit-Drew-Daywalt/dp/0399255370?tag=NYTBSREV-20
52,3,DRAGONS LOVE TACOS,by Adam Rubin. Illustrated by Daniel Salmieri,Dial,30-Apr-23,http://www.amazon.com/Dragons-Love-Tacos-Adam-Rubin/dp/0803736800?tag=NYTBSREV-20
53,4,WOO HOO! YOU'RE DOING GREAT!,by Sandra Boynton,"Little, Brown",30-Apr-23,https://www.amazon.com/dp/0316486795?tag=NYTBSREV-20
54,5,LITTLE DAYMOND LEARNS TO EARN,by Daymond John. Illustrated by Nicole Miles,Random House,30-Apr-23,https://www.amazon.com/dp/0593567277?tag=NYTBSREV-20
55,6,THE BOOK WITH NO PICTURES,by B.J. Novak,Dial,30-Apr-23,http://www.amazon.com/The-Book-Pictures-B-J-Novak/dp/0803741715?tag=NYTBSREV-20
56,7,THE BAD SEED,by Jory John. Illustrated by Pete Oswald,HarperCollins,30-Apr-23,https://www.amazon.com/Bad-Seed-Jory-John/dp/006246776X?tag=NYTBSREV-20
57,8,I WISH YOU MORE,by Amy Krouse Rosenthal. Illustrated by Tom Lichtenheld,Chronicle,30-Apr-23,http://www.amazon.com/Wish-You-More-Krouse-Rosenthal/dp/1452126992?tag=NYTBSREV-20
58,9,"GOOD NIGHT, LITTLE BLUE TRUCK",by Alice Schertle and Jill McElmurry,Clarion,30-Apr-23,https://www.amazon.com/Good-Night-Little-Blue-Truck/dp/132885213X?tag=NYTBSREV-20
59,10,GRUMPY MONKEY,by Suzanne Lang. Illustrated by Max Lang,Random House,30-Apr-23,https://www.amazon.com/Grumpy-Monkey-Suzanne-Lang/dp/0553537865?tag=NYTBSREV-20
60,1,HOW TO CATCH THE EASTER BUNNY,by Adam Wallace and Andy Elkerton,Sourcebooks Jabberwocky,23-Apr-23,https://www.amazon.com/Catch-Easter-Bunny-Adam-Wallace/dp/149263817X?tag=NYTBSREV-20
61,2,PETE THE CAT: BIG EASTER ADVENTURE,by James Dean and Kimberly Dean,HarperFestival,23-Apr-23,https://www.amazon.com/Pete-Cat-Big-Easter-Adventure/dp/006219867X?tag=NYTBSREV-20
62,3,THE GOOD EGG PRESENTS: THE GREAT EGGSCAPE!,by Jory John. Illustrated by Pete Oswald,HarperCollins,23-Apr-23,https://www.amazon.com/dp/0062975676?tag=NYTBSREV-20
63,4,HAPPY EASTER FROM THE CRAYONS,by Drew Daywalt. Illustrated by Oliver Jeffers,Philomel,23-Apr-23,https://www.amazon.com/dp/0593621050?tag=NYTBSREV-20
64,5,DRAGONS LOVE TACOS,by Adam Rubin. Illustrated by Daniel Salmieri,Dial,23-Apr-23,http://www.amazon.com/Dragons-Love-Tacos-Adam-Rubin/dp/0803736800?tag=NYTBSREV-20
65,6,WOO HOO! YOU'RE DOING GREAT!,by Sandra Boynton,"Little, Brown",23-Apr-23,https://www.amazon.com/dp/0316486795?tag=NYTBSREV-20
66,7,I LOVE YOU MORE THAN YOU'LL EVER KNOW,by Leslie Odom Jr. and Nicolette Robinson. Illustrated by Joy Hwang Ruiz,Feiwel & Friends,23-Apr-23,https://www.amazon.com/dp/1250265649?tag=NYTBSREV-20
67,8,LITTLE BLUE TRUCK MAKES A FRIEND,by Alice Schertle and Jill McElmurry,Clarion,23-Apr-23,https://www.amazon.com/dp/0358722829?tag=NYTBSREV-20
68,9,THE WONDERFUL THINGS YOU WILL BE,by Emily Winfield Martin,Random House,23-Apr-23,http://www.amazon.com/The-Wonderful-Things-You-Will/dp/0385376715?tag=NYTBSREV-20
69,10,THE DAY THE CRAYONS QUIT,by Drew Daywalt. Illustrated by Oliver Jeffers,Philomel,23-Apr-23,http://www.amazon.com/The-Crayons-Quit-Drew-Daywalt/dp/0399255370?tag=NYTBSREV-20
70,1,HOW TO CATCH THE EASTER BUNNY,by Adam Wallace and Andy Elkerton,Sourcebooks Jabberwocky,16-Apr-23,https://www.amazon.com/Catch-Easter-Bunny-Adam-Wallace/dp/149263817X?tag=NYTBSREV-20
71,2,PETE THE CAT: BIG EASTER ADVENTURE,by James Dean and Kimberly Dean,HarperFestival,16-Apr-23,https://www.amazon.com/Pete-Cat-Big-Easter-Adventure/dp/006219867X?tag=NYTBSREV-20
72,3,THE GOOD EGG PRESENTS: THE GREAT EGGSCAPE!,by Jory John. Illustrated by Pete Oswald,HarperCollins,16-Apr-23,https://www.amazon.com/dp/0062975676?tag=NYTBSREV-20
73,4,WE DON'T LOSE OUR CLASS GOLDFISH,by Ryan T. Higgins,Disney Hyperion,16-Apr-23,https://www.amazon.com/dp/136807698X?tag=NYTBSREV-20
74,5,HAPPY EASTER FROM THE CRAYONS,by Drew Daywalt. Illustrated by Oliver Jeffers,Philomel,16-Apr-23,https://www.amazon.com/dp/0593621050?tag=NYTBSREV-20
75,6,LITTLE DAYMOND LEARNS TO EARN,by Daymond John. Illustrated by Nicole Miles,Random House,16-Apr-23,https://www.amazon.com/dp/0593567277?tag=NYTBSREV-20
76,7,DRAGONS LOVE TACOS,by Adam Rubin. Illustrated by Daniel Salmieri,Dial,16-Apr-23,http://www.amazon.com/Dragons-Love-Tacos-Adam-Rubin/dp/0803736800?tag=NYTBSREV-20
77,8,THE WONDERFUL THINGS YOU WILL BE,by Emily Winfield Martin,Random House,16-Apr-23,http://www.amazon.com/The-Wonderful-Things-You-Will/dp/0385376715?tag=NYTBSREV-20
78,9,THE DAY THE CRAYONS QUIT,by Drew Daywalt. Illustrated by Oliver Jeffers,Philomel,16-Apr-23,http://www.amazon.com/The-Crayons-Quit-Drew-Daywalt/dp/0399255370?tag=NYTBSREV-20
79,10,THE BOOK WITH NO PICTURES,by B.J. Novak,Dial,16-Apr-23,http://www.amazon.com/The-Book-Pictures-B-J-Novak/dp/0803741715?tag=NYTBSREV-20
80,1,HOW TO CATCH THE EASTER BUNNY,by Adam Wallace and Andy Elkerton,Sourcebooks Jabberwocky,9-Apr-23,https://www.amazon.com/Catch-Easter-Bunny-Adam-Wallace/dp/149263817X?tag=NYTBSREV-20
81,2,LITTLE DAYMOND LEARNS TO EARN,by Daymond John. Illustrated by Nicole Miles,Random House,9-Apr-23,https://www.amazon.com/dp/0593567277?tag=NYTBSREV-20
82,3,PETE THE CAT: BIG EASTER ADVENTURE,by James Dean and Kimberly Dean,HarperFestival,9-Apr-23,https://www.amazon.com/Pete-Cat-Big-Easter-Adventure/dp/006219867X?tag=NYTBSREV-20
83,4,THE GOOD EGG PRESENTS: THE GREAT EGGSCAPE!,by Jory John. Illustrated by Pete Oswald,HarperCollins,9-Apr-23,https://www.amazon.com/dp/0062975676?tag=NYTBSREV-20
84,5,DRAGONS LOVE TACOS,by Adam Rubin. Illustrated by Daniel Salmieri,Dial,9-Apr-23,http://www.amazon.com/Dragons-Love-Tacos-Adam-Rubin/dp/0803736800?tag=NYTBSREV-20
85,6,HAPPY EASTER FROM THE CRAYONS,by Drew Daywalt. Illustrated by Oliver Jeffers,Philomel,9-Apr-23,https://www.amazon.com/dp/0593621050?tag=NYTBSREV-20
86,7,THE WONDERFUL THINGS YOU WILL BE,by Emily Winfield Martin,Random House,9-Apr-23,http://www.amazon.com/The-Wonderful-Things-You-Will/dp/0385376715?tag=NYTBSREV-20
87,8,THE DAY THE CRAYONS QUIT,by Drew Daywalt. Illustrated by Oliver Jeffers,Philomel,9-Apr-23,http://www.amazon.com/The-Crayons-Quit-Drew-Daywalt/dp/0399255370?tag=NYTBSREV-20
88,9,THE BOOK WITH NO PICTURES,by B.J. Novak,Dial,9-Apr-23,http://www.amazon.com/The-Book-Pictures-B-J-Novak/dp/0803741715?tag=NYTBSREV-20
89,10,THE SOUR GRAPE,by Jory John and Pete Oswald,HarperCollins,9-Apr-23,https://www.amazon.com/dp/0063045419?tag=NYTBSREV-20
90,1,HOW TO CATCH A LEPRECHAUN,by Adam Wallace. Illustrated by Andy Elkerton,Sourcebooks Jabberwocky,2-Apr-23,http://www.amazon.com/How-Catch-Leprechaun-Adam-Wallace/dp/1492632910?tag=NYTBSREV-20
91,2,HOW TO CATCH THE EASTER BUNNY,by Adam Wallace and Andy Elkerton,Sourcebooks Jabberwocky,2-Apr-23,https://www.amazon.com/Catch-Easter-Bunny-Adam-Wallace/dp/149263817X?tag=NYTBSREV-20
92,3,PETE THE CAT: BIG EASTER ADVENTURE,by James Dean and Kimberly Dean,HarperFestival,2-Apr-23,https://www.amazon.com/Pete-Cat-Big-Easter-Adventure/dp/006219867X?tag=NYTBSREV-20
93,4,THE WONDERFUL THINGS YOU WILL BE,by Emily Winfield Martin,Random House,2-Apr-23,http://www.amazon.com/The-Wonderful-Things-You-Will/dp/0385376715?tag=NYTBSREV-20
94,5,THE GOOD EGG PRESENTS: THE GREAT EGGSCAPE!,by Jory John. Illustrated by Pete Oswald,HarperCollins,2-Apr-23,https://www.amazon.com/dp/0062975676?tag=NYTBSREV-20
95,6,DRAGONS LOVE TACOS,by Adam Rubin. Illustrated by Daniel Salmieri,Dial,2-Apr-23,http://www.amazon.com/Dragons-Love-Tacos-Adam-Rubin/dp/0803736800?tag=NYTBSREV-20
96,7,PETE THE CAT: THE GREAT LEPRECHAUN CHASE,by James Dean,HarperCollins,2-Apr-23,https://www.amazon.com/Pete-Cat-Leprechaun-Patricks-Fold-Out/dp/0062404504?tag=NYTBSREV-20
97,8,THE DAY THE CRAYONS QUIT,by Drew Daywalt. Illustrated by Oliver Jeffers,Philomel,2-Apr-23,http://www.amazon.com/The-Crayons-Quit-Drew-Daywalt/dp/0399255370?tag=NYTBSREV-20
98,9,"GOOD NIGHT, LITTLE BLUE TRUCK",by Alice Schertle and Jill McElmurry,Clarion,2-Apr-23,https://www.amazon.com/Good-Night-Little-Blue-Truck/dp/132885213X?tag=NYTBSREV-20
99,10,THE BOOK WITH NO PICTURES,by B.J. Novak,Dial,2-Apr-23,http://www.amazon.com/The-Book-Pictures-B-J-Novak/dp/0803741715?tag=NYTBSREV-20
100,1,HOW TO CATCH A LEPRECHAUN,by Adam Wallace. Illustrated by Andy Elkerton,Sourcebooks Jabberwocky,26-Mar-23,http://www.amazon.com/How-Catch-Leprechaun-Adam-Wallace/dp/1492632910?tag=NYTBSREV-20
101,2,HOW TO CATCH THE EASTER BUNNY,by Adam Wallace and Andy Elkerton,Sourcebooks Jabberwocky,26-Mar-23,https://www.amazon.com/Catch-Easter-Bunny-Adam-Wallace/dp/149263817X?tag=NYTBSREV-20
102,3,PETE THE CAT: THE GREAT LEPRECHAUN CHASE,by James Dean,HarperCollins,26-Mar-23,https://www.amazon.com/Pete-Cat-Leprechaun-Patricks-Fold-Out/dp/0062404504?tag=NYTBSREV-20
103,4,HOT DOG,by Doug Salati,Knopf,26-Mar-23,https://www.amazon.com/dp/0593308433?tag=NYTBSREV-20
104,5,PETE THE CAT: BIG EASTER ADVENTURE,by James Dean and Kimberly Dean,HarperFestival,26-Mar-23,https://www.amazon.com/Pete-Cat-Big-Easter-Adventure/dp/006219867X?tag=NYTBSREV-20
105,6,DRAGONS LOVE TACOS,by Adam Rubin. Illustrated by Daniel Salmieri,Dial,26-Mar-23,http://www.amazon.com/Dragons-Love-Tacos-Adam-Rubin/dp/0803736800?tag=NYTBSREV-20
106,7,THE GOOD EGG PRESENTS: THE GREAT EGGSCAPE!,by Jory John. Illustrated by Pete Oswald,HarperCollins,26-Mar-23,https://www.amazon.com/dp/0062975676?tag=NYTBSREV-20
107,8,"WHEN THINGS AREN’T GOING RIGHT, GO LEFT",by Marc Colagiovanni. Illustrated by Peter H. Reynolds,Orchard,26-Mar-23,https://www.amazon.com/dp/1338831186?tag=NYTBSREV-20
108,9,THE DAY THE CRAYONS QUIT,by Drew Daywalt. Illustrated by Oliver Jeffers,Philomel,26-Mar-23,http://www.amazon.com/The-Crayons-Quit-Drew-Daywalt/dp/0399255370?tag=NYTBSREV-20
109,10,THE WONDERFUL THINGS YOU WILL BE,by Emily Winfield Martin,Random House,26-Mar-23,http://www.amazon.com/The-Wonderful-Things-You-Will/dp/0385376715?tag=NYTBSREV-20
110,1,HOW TO CATCH A LEPRECHAUN,by Adam Wallace. Illustrated by Andy Elkerton,Sourcebooks Jabberwocky,19-Mar-23,http://www.amazon.com/How-Catch-Leprechaun-Adam-Wallace/dp/1492632910?tag=NYTBSREV-20
111,2,DRAGONS LOVE TACOS,by Adam Rubin. Illustrated by Daniel Salmieri,Dial,19-Mar-23,http://www.amazon.com/Dragons-Love-Tacos-Adam-Rubin/dp/0803736800?tag=NYTBSREV-20
112,3,HOW TO CATCH THE EASTER BUNNY,by Adam Wallace and Andy Elkerton,Sourcebooks Jabberwocky,19-Mar-23,https://www.amazon.com/Catch-Easter-Bunny-Adam-Wallace/dp/149263817X?tag=NYTBSREV-20
113,4,PETE THE CAT: THE GREAT LEPRECHAUN CHASE,by James Dean,HarperCollins,19-Mar-23,https://www.amazon.com/Pete-Cat-Leprechaun-Patricks-Fold-Out/dp/0062404504?tag=NYTBSREV-20
114,5,THE WONDERFUL THINGS YOU WILL BE,by Emily Winfield Martin,Random House,19-Mar-23,http://www.amazon.com/The-Wonderful-Things-You-Will/dp/0385376715?tag=NYTBSREV-20
115,6,THE DAY THE CRAYONS QUIT,by Drew Daywalt. Illustrated by Oliver Jeffers,Philomel,19-Mar-23,http://www.amazon.com/The-Crayons-Quit-Drew-Daywalt/dp/0399255370?tag=NYTBSREV-20
116,7,PETE THE CAT: BIG EASTER ADVENTURE,by James Dean and Kimberly Dean,HarperFestival,19-Mar-23,https://www.amazon.com/Pete-Cat-Big-Easter-Adventure/dp/006219867X?tag=NYTBSREV-20
117,8,THE BOOK WITH NO PICTURES,by B.J. Novak,Dial,19-Mar-23,http://www.amazon.com/The-Book-Pictures-B-J-Novak/dp/0803741715?tag=NYTBSREV-20
118,9,HOT DOG,by Doug Salati,Knopf,19-Mar-23,https://www.amazon.com/dp/0593308433?tag=NYTBSREV-20
119,10,THE GOOD EGG PRESENTS: THE GREAT EGGSCAPE!,by Jory John. Illustrated by Pete Oswald,HarperCollins,19-Mar-23,https://www.amazon.com/dp/0062975676?tag=NYTBSREV-20
120,1,HOW TO CATCH A LEPRECHAUN,by Adam Wallace. Illustrated by Andy Elkerton,Sourcebooks Jabberwocky,12-Mar-23,http://www.amazon.com/How-Catch-Leprechaun-Adam-Wallace/dp/1492632910?tag=NYTBSREV-20
121,2,LOVE FROM THE CRAYONS,by Drew Daywalt and Oliver Jeffers,Penguin Workshop,12-Mar-23,https://www.amazon.com/Love-Crayons-Drew-Daywalt/dp/1524792683?tag=NYTBSREV-20
122,3,THE WONDERFUL THINGS YOU WILL BE,by Emily Winfield Martin,Random House,12-Mar-23,http://www.amazon.com/The-Wonderful-Things-You-Will/dp/0385376715?tag=NYTBSREV-20
123,4,PETE THE CAT: BIG EASTER ADVENTURE,by James Dean and Kimberly Dean,HarperFestival,12-Mar-23,https://www.amazon.com/Pete-Cat-Big-Easter-Adventure/dp/006219867X?tag=NYTBSREV-20
124,5,THE GOOD EGG PRESENTS: THE GREAT EGGSCAPE!,by Jory John. Illustrated by Pete Oswald,HarperCollins,12-Mar-23,https://www.amazon.com/dp/0062975676?tag=NYTBSREV-20
125,6,DRAGONS LOVE TACOS,by Adam Rubin. Illustrated by Daniel Salmieri,Dial,12-Mar-23,http://www.amazon.com/Dragons-Love-Tacos-Adam-Rubin/dp/0803736800?tag=NYTBSREV-20
126,7,HOW TO CATCH THE EASTER BUNNY,by Adam Wallace and Andy Elkerton,Sourcebooks Jabberwocky,12-Mar-23,https://www.amazon.com/Catch-Easter-Bunny-Adam-Wallace/dp/149263817X?tag=NYTBSREV-20
127,8,PETE THE CAT: THE GREAT LEPRECHAUN CHASE,by James Dean,HarperCollins,12-Mar-23,https://www.amazon.com/Pete-Cat-Leprechaun-Patricks-Fold-Out/dp/0062404504?tag=NYTBSREV-20
128,9,THE DAY THE CRAYONS QUIT,by Drew Daywalt. Illustrated by Oliver Jeffers,Philomel,12-Mar-23,http://www.amazon.com/The-Crayons-Quit-Drew-Daywalt/dp/0399255370?tag=NYTBSREV-20
129,10,"WHEN I TALK TO GOD, I TALK ABOUT YOU",by Chrissy Metz and Bradley Collins. Illustrated by Lisa Fields,Flamingo,12-Mar-23,https://www.amazon.com/dp/0593525248?tag=NYTBSREV-20
130,1,LITTLE BLUE TRUCK'S VALENTINE,by Alice Schertle. Illustrated by Jill McElmurry,Clarion,5-Mar-23,https://www.amazon.com/dp/0358272440?tag=NYTBSREV-20
131,2,LOVE FROM THE VERY HUNGRY CATERPILLAR,by Eric Carle,Grosset & Dunlap,5-Mar-23,http://www.amazon.com/Love-The-Very-Hungry-Caterpillar/dp/0448489325?tag=NYTBSREV-20
132,3,HOW TO CATCH A LOVEOSAURUS,by Alice Walstead. Illustrated by Andy Elkerton,Sourcebooks Wonderland,5-Mar-23,https://www.amazon.com/dp/1728268788?tag=NYTBSREV-20
133,4,LOVE FROM THE CRAYONS,by Drew Daywalt and Oliver Jeffers,Penguin Workshop,5-Mar-23,https://www.amazon.com/Love-Crayons-Drew-Daywalt/dp/1524792683?tag=NYTBSREV-20
134,5,GRUMPY MONKEY VALENTINE GROSS-OUT,by Suzanne Lang. Illustrated by Max Lang,Random House Studio,5-Mar-23,https://www.amazon.com/dp/0593486927?tag=NYTBSREV-20
135,6,"WHEN I TALK TO GOD, I TALK ABOUT YOU",by Chrissy Metz and Bradley Collins. Illustrated by Lisa Fields,Flamingo,5-Mar-23,https://www.amazon.com/dp/0593525248?tag=NYTBSREV-20
