,rank,title,author,publisher,date,amazon links
994,5,WE ARE WATER PROTECTORS,by Carole Lindstrom. Illustrated by Michaela Goade,Roaring Brook,13-Jun-21,https://www.amazon.com/dp/1250203554?tag=NYTBSREV-20
995,6,I LOVE DAD WITH THE VERY HUNGRY CATERPILLAR,by Eric Carle,Grosset & Dunlap,13-Jun-21,https://www.amazon.com/Love-Hungry-Caterpillar-World-Carle/dp/152478589X?tag=NYTBSREV-20
996,7,GRUMPY MONKEY,by Suzanne Lang. Illustrated by Max Lang,Random House,13-Jun-21,https://www.amazon.com/Grumpy-Monkey-Suzanne-Lang/dp/0553537865?tag=NYTBSREV-20
997,8,BECAUSE I HAD A TEACHER,by Kobi Yamada. Illustrated by Natalie Russell,Compendium,13-Jun-21,https://www.amazon.com/Because-Had-Teacher-teachers-everywhere/dp/1943200084?tag=NYTBSREV-20
998,9,DEAR TEACHER,by Paris Rosenthal. Illustrated by Holly Hatam,HarperCollins,13-Jun-21,https://www.amazon.com/dp/006301274X?tag=NYTBSREV-20
999,10,WHY A DAUGHTER NEEDS A DAD,by Gregory E. Lang. Illustrated by Sydney Hanson,Sourcebooks Jabberwocky,13-Jun-21,https://www.amazon.com/dp/1492667838?tag=NYTBSREV-20
1000,1,I WISH YOU MORE,by Amy Krouse Rosenthal. Illustrated by Tom Lichtenheld,Chronicle,6-Jun-21,http://www.amazon.com/Wish-You-More-Krouse-Rosenthal/dp/1452126992?tag=NYTBSREV-20
1001,2,"THANK YOU, TEACHER FROM THE VERY HUNGRY CATERPILLAR",by Eric Carle,World of Eric Carle,6-Jun-21,https://www.amazon.com/dp/0593226186?tag=NYTBSREV-20
1002,3,THE WONDERFUL THINGS YOU WILL BE,by Emily Winfield Martin,Random House,6-Jun-21,http://www.amazon.com/The-Wonderful-Things-You-Will/dp/0385376715?tag=NYTBSREV-20
1003,4,SHADY BABY,by Gabrielle Union-Wade and Dwyane Wade Jr. Illustrated by Tara Nicole Whitaker,HarperCollins,6-Jun-21,https://www.amazon.com/dp/0063054035?tag=NYTBSREV-20
1004,5,THE CIRCLES ALL AROUND US,by Brad Montague. Illustrated by Brad and Kristi Montague,Dial,6-Jun-21,https://www.amazon.com/dp/0593323181?tag=NYTBSREV-20
1005,6,WHAT THE ROAD SAID,by Cleo Wade. Illustrated by Lucie de Moyencourt,Feiwel & Friends,6-Jun-21,https://www.amazon.com/dp/1250269490?tag=NYTBSREV-20
1006,7,HAIR LOVE,by Matthew A. Cherry. Illustrated by Vashti Harrison,Kokila,6-Jun-21,https://www.amazon.com/Hair-Love-Matthew-Cherry/dp/0525553363?tag=NYTBSREV-20
1007,8,EYES THAT KISS IN THE CORNERS,by Joanna Ho. Illustrated by Dung Ho,HarperCollins,6-Jun-21,https://www.amazon.com/dp/0062915622?tag=NYTBSREV-20
1008,9,GRUMPY MONKEY,by Suzanne Lang. Illustrated by Max Lang,Random House,6-Jun-21,https://www.amazon.com/Grumpy-Monkey-Suzanne-Lang/dp/0553537865?tag=NYTBSREV-20
1009,10,WE ARE WATER PROTECTORS,by Carole Lindstrom. Illustrated by Michaela Goade,Roaring Brook,6-Jun-21,https://www.amazon.com/dp/1250203554?tag=NYTBSREV-20
1010,1,PEACE TRAIN,by Cat Stevens. Illustrated by Peter H. Reynolds,HarperCollins,30-May-21,https://www.amazon.com/dp/0063053993?tag=NYTBSREV-20
1011,2,I WISH YOU MORE,by Amy Krouse Rosenthal. Illustrated by Tom Lichtenheld,Chronicle,30-May-21,http://www.amazon.com/Wish-You-More-Krouse-Rosenthal/dp/1452126992?tag=NYTBSREV-20
1012,3,EYES THAT KISS IN THE CORNERS,by Joanna Ho. Illustrated by Dung Ho,HarperCollins,30-May-21,https://www.amazon.com/dp/0062915622?tag=NYTBSREV-20
1013,4,WE ARE WATER PROTECTORS,by Carole Lindstrom. Illustrated by Michaela Goade,Roaring Brook,30-May-21,https://www.amazon.com/dp/1250203554?tag=NYTBSREV-20
1014,5,THE WONDERFUL THINGS YOU WILL BE,by Emily Winfield Martin,Random House,30-May-21,http://www.amazon.com/The-Wonderful-Things-You-Will/dp/0385376715?tag=NYTBSREV-20
1015,6,HAIR LOVE,by Matthew A. Cherry. Illustrated by Vashti Harrison,Kokila,30-May-21,https://www.amazon.com/Hair-Love-Matthew-Cherry/dp/0525553363?tag=NYTBSREV-20
1016,7,DRAGONS LOVE TACOS,by Adam Rubin. Illustrated by Daniel Salmieri,Dial,30-May-21,http://www.amazon.com/Dragons-Love-Tacos-Adam-Rubin/dp/0803736800?tag=NYTBSREV-20
1017,8,GRUMPY MONKEY,by Suzanne Lang. Illustrated by Max Lang,Random House,30-May-21,https://www.amazon.com/Grumpy-Monkey-Suzanne-Lang/dp/0553537865?tag=NYTBSREV-20
1018,9,THE ONE AND ONLY SPARKELLA,by Channing Tatum. Illustrated by Kim Barnes,Feiwel & Friends,30-May-21,https://www.amazon.com/dp/125075075X?tag=NYTBSREV-20
1019,10,THE DAY THE CRAYONS QUIT,by Drew Daywalt. Illustrated by Oliver Jeffers,Philomel,30-May-21,http://www.amazon.com/The-Crayons-Quit-Drew-Daywalt/dp/0399255370?tag=NYTBSREV-20
1020,1,THE ONE AND ONLY SPARKELLA,by Channing Tatum. Illustrated by Kim Barnes,Feiwel & Friends,23-May-21,https://www.amazon.com/dp/125075075X?tag=NYTBSREV-20
1021,2,I LOVE MOM WITH THE VERY HUNGRY CATERPILLAR,by Eric Carle,Grosset & Dunlap,23-May-21,https://www.amazon.com/Love-Hungry-Caterpillar-World-Carle/dp/0451533461?tag=NYTBSREV-20
1022,3,"THANK YOU, TEACHER FROM THE VERY HUNGRY CATERPILLAR",by Eric Carle,World of Eric Carle,23-May-21,https://www.amazon.com/dp/0593226186?tag=NYTBSREV-20
1023,4,EYES THAT KISS IN THE CORNERS,by Joanna Ho. Illustrated by Dung Ho,HarperCollins,23-May-21,https://www.amazon.com/dp/0062915622?tag=NYTBSREV-20
1024,5,WE ARE WATER PROTECTORS,by Carole Lindstrom. Illustrated by Michaela Goade,Roaring Brook,23-May-21,https://www.amazon.com/dp/1250203554?tag=NYTBSREV-20
1025,6,I WISH YOU MORE,by Amy Krouse Rosenthal. Illustrated by Tom Lichtenheld,Chronicle,23-May-21,http://www.amazon.com/Wish-You-More-Krouse-Rosenthal/dp/1452126992?tag=NYTBSREV-20
1026,7,THE WONDERFUL THINGS YOU WILL BE,by Emily Winfield Martin,Random House,23-May-21,http://www.amazon.com/The-Wonderful-Things-You-Will/dp/0385376715?tag=NYTBSREV-20
1027,8,GRUMPY MONKEY,by Suzanne Lang. Illustrated by Max Lang,Random House,23-May-21,https://www.amazon.com/Grumpy-Monkey-Suzanne-Lang/dp/0553537865?tag=NYTBSREV-20
1028,9,THE BRUCE SWAP,by Ryan T. Higgins,Disney-Hyperion,23-May-21,https://www.amazon.com/dp/136802856X?tag=NYTBSREV-20
1029,10,HAIR LOVE,by Matthew A. Cherry. Illustrated by Vashti Harrison,Kokila,23-May-21,https://www.amazon.com/Hair-Love-Matthew-Cherry/dp/0525553363?tag=NYTBSREV-20
1030,1,WE ARE WATER PROTECTORS,by Carole Lindstrom. Illustrated by Michaela Goade,Roaring Brook,16-May-21,https://www.amazon.com/dp/1250203554?tag=NYTBSREV-20
1031,2,GRUMPY MONKEY,by Suzanne Lang. Illustrated by Max Lang,Random House,16-May-21,https://www.amazon.com/Grumpy-Monkey-Suzanne-Lang/dp/0553537865?tag=NYTBSREV-20
1032,3,I WISH YOU MORE,by Amy Krouse Rosenthal. Illustrated by Tom Lichtenheld,Chronicle,16-May-21,http://www.amazon.com/Wish-You-More-Krouse-Rosenthal/dp/1452126992?tag=NYTBSREV-20
1033,4,THE WONDERFUL THINGS YOU WILL BE,by Emily Winfield Martin,Random House,16-May-21,http://www.amazon.com/The-Wonderful-Things-You-Will/dp/0385376715?tag=NYTBSREV-20
1034,5,BECAUSE I HAD A TEACHER,by Kobi Yamada. Illustrated by Natalie Russell,Compendium,16-May-21,https://www.amazon.com/Because-Had-Teacher-teachers-everywhere/dp/1943200084?tag=NYTBSREV-20
1035,6,HAIR LOVE,by Matthew A. Cherry. Illustrated by Vashti Harrison,Kokila,16-May-21,https://www.amazon.com/Hair-Love-Matthew-Cherry/dp/0525553363?tag=NYTBSREV-20
1036,7,THE WORLD NEEDS MORE PURPLE PEOPLE,by Kristen Bell and Benjamin Hart. Illustrated by Daniel Wiseman,Random House,16-May-21,https://www.amazon.com/dp/0593121961?tag=NYTBSREV-20
1037,8,THE WORLD NEEDS WHO YOU WERE MADE TO BE,by Joanna Gaines. Illustrated by Julianna Swaney,Thomas Nelson,16-May-21,https://www.amazon.com/dp/1400314232?tag=NYTBSREV-20
1038,9,I LOVE MOM WITH THE VERY HUNGRY CATERPILLAR,by Eric Carle,Grosset & Dunlap,16-May-21,https://www.amazon.com/Love-Hungry-Caterpillar-World-Carle/dp/0451533461?tag=NYTBSREV-20
1039,10,EYES THAT KISS IN THE CORNERS,by Joanna Ho. Illustrated by Dung Ho,HarperCollins,16-May-21,https://www.amazon.com/dp/0062915622?tag=NYTBSREV-20
1040,1,WE ARE WATER PROTECTORS,by Carole Lindstrom. Illustrated by Michaela Goade,Roaring Brook,9-May-21,https://www.amazon.com/dp/1250203554?tag=NYTBSREV-20
1041,2,GRUMPY MONKEY,by Suzanne Lang. Illustrated by Max Lang,Random House,9-May-21,https://www.amazon.com/Grumpy-Monkey-Suzanne-Lang/dp/0553537865?tag=NYTBSREV-20
1042,3,THE WONDERFUL THINGS YOU WILL BE,by Emily Winfield Martin,Random House,9-May-21,http://www.amazon.com/The-Wonderful-Things-You-Will/dp/0385376715?tag=NYTBSREV-20
1043,4,THE WORLD NEEDS MORE PURPLE PEOPLE,by Kristen Bell and Benjamin Hart. Illustrated by Daniel Wiseman,Random House,9-May-21,https://www.amazon.com/dp/0593121961?tag=NYTBSREV-20
1044,5,HAIR LOVE,by Matthew A. Cherry. Illustrated by Vashti Harrison,Kokila,9-May-21,https://www.amazon.com/Hair-Love-Matthew-Cherry/dp/0525553363?tag=NYTBSREV-20
1045,6,WHAT THE ROAD SAID,by Cleo Wade. Illustrated by Lucie de Moyencourt,Feiwel & Friends,9-May-21,https://www.amazon.com/dp/1250269490?tag=NYTBSREV-20
1046,7,EYES THAT KISS IN THE CORNERS,by Joanna Ho. Illustrated by Dung Ho,HarperCollins,9-May-21,https://www.amazon.com/dp/0062915622?tag=NYTBSREV-20
1047,8,ITTY-BITTY KITTY-CORN,by Shannon Hale. Illustrated by LeUyen Pham,Abrams,9-May-21,https://www.amazon.com/dp/1419750917?tag=NYTBSREV-20
1048,9,I WISH YOU MORE,by Amy Krouse Rosenthal. Illustrated by Tom Lichtenheld,Chronicle,9-May-21,http://www.amazon.com/Wish-You-More-Krouse-Rosenthal/dp/1452126992?tag=NYTBSREV-20
1049,10,THE WORLD NEEDS WHO YOU WERE MADE TO BE,by Joanna Gaines. Illustrated by Julianna Swaney,Thomas Nelson,9-May-21,https://www.amazon.com/dp/1400314232?tag=NYTBSREV-20
1050,1,THE ROCK FROM THE SKY,by Jon Klassen,Candlewick,2-May-21,https://www.amazon.com/dp/1536215627?tag=NYTBSREV-20
1051,2,WE ARE WATER PROTECTORS,by Carole Lindstrom. Illustrated by Michaela Goade,Roaring Brook,2-May-21,https://www.amazon.com/dp/1250203554?tag=NYTBSREV-20
1052,3,THE WONDERFUL THINGS YOU WILL BE,by Emily Winfield Martin,Random House,2-May-21,http://www.amazon.com/The-Wonderful-Things-You-Will/dp/0385376715?tag=NYTBSREV-20
1053,4,WHAT THE ROAD SAID,by Cleo Wade. Illustrated by Lucie de Moyencourt,Feiwel & Friends,2-May-21,https://www.amazon.com/dp/1250269490?tag=NYTBSREV-20
1054,5,HAIR LOVE,by Matthew A. Cherry. Illustrated by Vashti Harrison,Kokila,2-May-21,https://www.amazon.com/Hair-Love-Matthew-Cherry/dp/0525553363?tag=NYTBSREV-20
1055,6,EYES THAT KISS IN THE CORNERS,by Joanna Ho. Illustrated by Dung Ho,HarperCollins,2-May-21,https://www.amazon.com/dp/0062915622?tag=NYTBSREV-20
1056,7,GRUMPY MONKEY,by Suzanne Lang. Illustrated by Max Lang,Random House,2-May-21,https://www.amazon.com/Grumpy-Monkey-Suzanne-Lang/dp/0553537865?tag=NYTBSREV-20
1057,8,THE WORLD NEEDS MORE PURPLE PEOPLE,by Kristen Bell and Benjamin Hart. Illustrated by Daniel Wiseman,Random House,2-May-21,https://www.amazon.com/dp/0593121961?tag=NYTBSREV-20
1058,9,THE WORLD NEEDS WHO YOU WERE MADE TO BE,by Joanna Gaines. Illustrated by Julianna Swaney,Thomas Nelson,2-May-21,https://www.amazon.com/dp/1400314232?tag=NYTBSREV-20
1059,10,ITTY-BITTY KITTY-CORN,by Shannon Hale. Illustrated by LeUyen Pham,Abrams,2-May-21,https://www.amazon.com/dp/1419750917?tag=NYTBSREV-20
1060,1,WE ARE WATER PROTECTORS,by Carole Lindstrom. Illustrated by Michaela Goade,Roaring Brook,25-Apr-21,https://www.amazon.com/dp/1250203554?tag=NYTBSREV-20
1061,2,WHAT THE ROAD SAID,by Cleo Wade. Illustrated by Lucie de Moyencourt,Feiwel & Friends,25-Apr-21,https://www.amazon.com/dp/1250269490?tag=NYTBSREV-20
1062,3,I SANG YOU DOWN FROM THE STARS,by Tasha Spillett-Sumner. Illustrated by Michaela Goade,"Little, Brown",25-Apr-21,https://www.amazon.com/dp/0316493163?tag=NYTBSREV-20
1063,4,EYES THAT KISS IN THE CORNERS,by Joanna Ho. Illustrated by Dung Ho,HarperCollins,25-Apr-21,https://www.amazon.com/dp/0062915622?tag=NYTBSREV-20
1064,5,HAIR LOVE,by Matthew A. Cherry. Illustrated by Vashti Harrison,Kokila,25-Apr-21,https://www.amazon.com/Hair-Love-Matthew-Cherry/dp/0525553363?tag=NYTBSREV-20
1065,6,THE WONDERFUL THINGS YOU WILL BE,by Emily Winfield Martin,Random House,25-Apr-21,http://www.amazon.com/The-Wonderful-Things-You-Will/dp/0385376715?tag=NYTBSREV-20
1066,7,GRUMPY MONKEY,by Suzanne Lang. Illustrated by Max Lang,Random House,25-Apr-21,https://www.amazon.com/Grumpy-Monkey-Suzanne-Lang/dp/0553537865?tag=NYTBSREV-20
1067,8,ITTY-BITTY KITTY-CORN,by Shannon Hale. Illustrated by LeUyen Pham,Abrams,25-Apr-21,https://www.amazon.com/dp/1419750917?tag=NYTBSREV-20
1068,9,THE WORLD NEEDS WHO YOU WERE MADE TO BE,by Joanna Gaines. Illustrated by Julianna Swaney,Thomas Nelson,25-Apr-21,https://www.amazon.com/dp/1400314232?tag=NYTBSREV-20
1069,10,THE WORLD NEEDS MORE PURPLE PEOPLE,by Kristen Bell and Benjamin Hart. Illustrated by Daniel Wiseman,Random House,25-Apr-21,https://www.amazon.com/dp/0593121961?tag=NYTBSREV-20
1070,1,PETE THE CAT: BIG EASTER ADVENTURE,by James Dean and Kimberly Dean,HarperFestival,18-Apr-21,https://www.amazon.com/Pete-Cat-Big-Easter-Adventure/dp/006219867X?tag=NYTBSREV-20
1071,2,THE GOOD EGG PRESENTS: THE GREAT EGGSCAPE!,by Jory John. Illustrated by Pete Oswald,HarperCollins,18-Apr-21,https://www.amazon.com/dp/0062975676?tag=NYTBSREV-20
1072,3,HOW TO CATCH THE EASTER BUNNY,by Adam Wallace and Andy Elkerton,Sourcebooks Jabberwocky,18-Apr-21,https://www.amazon.com/Catch-Easter-Bunny-Adam-Wallace/dp/149263817X?tag=NYTBSREV-20
1073,4,PETE THE CAT: FIVE LITTLE BUNNIES,by James Dean and Kimberly Dean,HarperCollins,18-Apr-21,https://www.amazon.com/dp/0062868292?tag=NYTBSREV-20
1074,5,WHAT THE ROAD SAID,by Cleo Wade. Illustrated by Lucie de Moyencourt,Feiwel & Friends,18-Apr-21,https://www.amazon.com/dp/1250269490?tag=NYTBSREV-20
1075,6,WE ARE WATER PROTECTORS,by Carole Lindstrom. Illustrated by Michaela Goade,Roaring Brook,18-Apr-21,https://www.amazon.com/dp/1250203554?tag=NYTBSREV-20
1076,7,SPRING STINKS,by Ryan T. Higgins,Disney-Hyperion,18-Apr-21,https://www.amazon.com/dp/1368060919?tag=NYTBSREV-20
1077,8,EYES THAT KISS IN THE CORNERS,by Joanna Ho. Illustrated by Dung Ho,HarperCollins,18-Apr-21,https://www.amazon.com/dp/0062915622?tag=NYTBSREV-20
1078,9,HAIR LOVE,by Matthew A. Cherry. Illustrated by Vashti Harrison,Kokila,18-Apr-21,https://www.amazon.com/Hair-Love-Matthew-Cherry/dp/0525553363?tag=NYTBSREV-20
1079,10,ITTY-BITTY KITTY-CORN,by Shannon Hale. Illustrated by LeUyen Pham,Abrams,18-Apr-21,https://www.amazon.com/dp/1419750917?tag=NYTBSREV-20
1080,1,HOW TO CATCH THE EASTER BUNNY,by Adam Wallace and Andy Elkerton,Sourcebooks Jabberwocky,11-Apr-21,https://www.amazon.com/Catch-Easter-Bunny-Adam-Wallace/dp/149263817X?tag=NYTBSREV-20
1081,2,PETE THE CAT: BIG EASTER ADVENTURE,by James Dean and Kimberly Dean,HarperFestival,11-Apr-21,https://www.amazon.com/Pete-Cat-Big-Easter-Adventure/dp/006219867X?tag=NYTBSREV-20
1082,3,WHAT THE ROAD SAID,by Cleo Wade. Illustrated by Lucie de Moyencourt,Feiwel & Friends,11-Apr-21,https://www.amazon.com/dp/1250269490?tag=NYTBSREV-20
1083,4,THE GOOD EGG PRESENTS: THE GREAT EGGSCAPE!,by Jory John. Illustrated by Pete Oswald,HarperCollins,11-Apr-21,https://www.amazon.com/dp/0062975676?tag=NYTBSREV-20
1084,5,WE ARE WATER PROTECTORS,by Carole Lindstrom. Illustrated by Michaela Goade,Roaring Brook,11-Apr-21,https://www.amazon.com/dp/1250203554?tag=NYTBSREV-20
1085,6,PETE THE CAT: FIVE LITTLE BUNNIES,by James Dean and Kimberly Dean,HarperCollins,11-Apr-21,https://www.amazon.com/dp/0062868292?tag=NYTBSREV-20
1086,7,EYES THAT KISS IN THE CORNERS,by Joanna Ho. Illustrated by Dung Ho,HarperCollins,11-Apr-21,https://www.amazon.com/dp/0062915622?tag=NYTBSREV-20
1087,8,MY LITTLE BRAVE GIRL,by Hilary Duff. Illustrated by Kelsey Garrity-Riley,Random House,11-Apr-21,https://www.amazon.com/dp/0593300726?tag=NYTBSREV-20
1088,9,THE WORLD NEEDS WHO YOU WERE MADE TO BE,by Joanna Gaines. Illustrated by Julianna Swaney,Thomas Nelson,11-Apr-21,https://www.amazon.com/dp/1400314232?tag=NYTBSREV-20
1089,10,HAIR LOVE,by Matthew A. Cherry. Illustrated by Vashti Harrison,Kokila,11-Apr-21,https://www.amazon.com/Hair-Love-Matthew-Cherry/dp/0525553363?tag=NYTBSREV-20
1090,1,HOW TO CATCH THE EASTER BUNNY,by Adam Wallace and Andy Elkerton,Sourcebooks Jabberwocky,4-Apr-21,https://www.amazon.com/Catch-Easter-Bunny-Adam-Wallace/dp/149263817X?tag=NYTBSREV-20
1091,2,PETE THE CAT: BIG EASTER ADVENTURE,by James Dean and Kimberly Dean,HarperFestival,4-Apr-21,https://www.amazon.com/Pete-Cat-Big-Easter-Adventure/dp/006219867X?tag=NYTBSREV-20
1092,3,THE GOOD EGG PRESENTS: THE GREAT EGGSCAPE!,by Jory John. Illustrated by Pete Oswald,HarperCollins,4-Apr-21,https://www.amazon.com/dp/0062975676?tag=NYTBSREV-20
1093,4,WE ARE WATER PROTECTORS,by Carole Lindstrom. Illustrated by Michaela Goade,Roaring Brook,4-Apr-21,https://www.amazon.com/dp/1250203554?tag=NYTBSREV-20
1094,5,HOW TO CATCH A LEPRECHAUN,by Adam Wallace. Illustrated by Andy Elkerton,Sourcebooks Jabberwocky,4-Apr-21,http://www.amazon.com/How-Catch-Leprechaun-Adam-Wallace/dp/1492632910?tag=NYTBSREV-20
1095,6,PETE THE CAT: FIVE LITTLE BUNNIES,by James Dean and Kimberly Dean,HarperCollins,4-Apr-21,https://www.amazon.com/dp/0062868292?tag=NYTBSREV-20
1096,7,HAIR LOVE,by Matthew A. Cherry. Illustrated by Vashti Harrison,Kokila,4-Apr-21,https://www.amazon.com/Hair-Love-Matthew-Cherry/dp/0525553363?tag=NYTBSREV-20
1097,8,SULWE,by Lupita Nyong'o. Illustrated by Vashti Harrison,Simon & Schuster,4-Apr-21,https://www.amazon.com/Sulwe-Lupita-Nyongo/dp/1534425365?tag=NYTBSREV-20
1098,9,EYES THAT KISS IN THE CORNERS,by Joanna Ho. Illustrated by Dung Ho,HarperCollins,4-Apr-21,https://www.amazon.com/dp/0062915622?tag=NYTBSREV-20
1099,10,THE WORLD NEEDS WHO YOU WERE MADE TO BE,by Joanna Gaines. Illustrated by Julianna Swaney,Thomas Nelson,4-Apr-21,https://www.amazon.com/dp/1400314232?tag=NYTBSREV-20
1100,1,HOW TO CATCH A LEPRECHAUN,by Adam Wallace. Illustrated by Andy Elkerton,Sourcebooks Jabberwocky,28-Mar-21,http://www.amazon.com/How-Catch-Leprechaun-Adam-Wallace/dp/1492632910?tag=NYTBSREV-20
1101,2,PETE THE CAT: THE GREAT LEPRECHAUN CHASE,by James Dean,HarperCollins,28-Mar-21,https://www.amazon.com/Pete-Cat-Leprechaun-Patricks-Fold-Out/dp/0062404504?tag=NYTBSREV-20
1102,3,PETE THE CAT: BIG EASTER ADVENTURE,by James Dean and Kimberly Dean,HarperFestival,28-Mar-21,https://www.amazon.com/Pete-Cat-Big-Easter-Adventure/dp/006219867X?tag=NYTBSREV-20
1103,4,WE ARE WATER PROTECTORS,by Carole Lindstrom. Illustrated by Michaela Goade,Roaring Brook,28-Mar-21,https://www.amazon.com/dp/1250203554?tag=NYTBSREV-20
1104,5,THE WORLD NEEDS WHO YOU WERE MADE TO BE,by Joanna Gaines. Illustrated by Julianna Swaney,Thomas Nelson,28-Mar-21,https://www.amazon.com/dp/1400314232?tag=NYTBSREV-20
1105,6,HOW TO CATCH THE EASTER BUNNY,by Adam Wallace and Andy Elkerton,Sourcebooks Jabberwocky,28-Mar-21,https://www.amazon.com/Catch-Easter-Bunny-Adam-Wallace/dp/149263817X?tag=NYTBSREV-20
1106,7,THE GOOD EGG PRESENTS: THE GREAT EGGSCAPE!,by Jory John. Illustrated by Pete Oswald,HarperCollins,28-Mar-21,https://www.amazon.com/dp/0062975676?tag=NYTBSREV-20
1107,8,HAIR LOVE,by Matthew A. Cherry. Illustrated by Vashti Harrison,Kokila,28-Mar-21,https://www.amazon.com/Hair-Love-Matthew-Cherry/dp/0525553363?tag=NYTBSREV-20
1108,9,SULWE,by Lupita Nyong'o. Illustrated by Vashti Harrison,Simon & Schuster,28-Mar-21,https://www.amazon.com/Sulwe-Lupita-Nyongo/dp/1534425365?tag=NYTBSREV-20
1109,10,PETE THE CAT: FIVE LITTLE BUNNIES,by James Dean and Kimberly Dean,HarperCollins,28-Mar-21,https://www.amazon.com/dp/0062868292?tag=NYTBSREV-20
1110,1,HOW TO CATCH A LEPRECHAUN,by Adam Wallace. Illustrated by Andy Elkerton,Sourcebooks Jabberwocky,21-Mar-21,http://www.amazon.com/How-Catch-Leprechaun-Adam-Wallace/dp/1492632910?tag=NYTBSREV-20
1111,2,PETE THE CAT: THE GREAT LEPRECHAUN CHASE,by James Dean,HarperCollins,21-Mar-21,https://www.amazon.com/Pete-Cat-Leprechaun-Patricks-Fold-Out/dp/0062404504?tag=NYTBSREV-20
1112,3,HOW TO CATCH THE EASTER BUNNY,by Adam Wallace and Andy Elkerton,Sourcebooks Jabberwocky,21-Mar-21,https://www.amazon.com/Catch-Easter-Bunny-Adam-Wallace/dp/149263817X?tag=NYTBSREV-20
1113,4,HAIR LOVE,by Matthew A. Cherry. Illustrated by Vashti Harrison,Kokila,21-Mar-21,https://www.amazon.com/Hair-Love-Matthew-Cherry/dp/0525553363?tag=NYTBSREV-20
1114,5,SULWE,by Lupita Nyong'o. Illustrated by Vashti Harrison,Simon & Schuster,21-Mar-21,https://www.amazon.com/Sulwe-Lupita-Nyongo/dp/1534425365?tag=NYTBSREV-20
1115,6,THE GOOD EGG PRESENTS: THE GREAT EGGSCAPE!,by Jory John. Illustrated by Pete Oswald,HarperCollins,21-Mar-21,https://www.amazon.com/dp/0062975676?tag=NYTBSREV-20
1116,7,PETE THE CAT: BIG EASTER ADVENTURE,by James Dean and Kimberly Dean,HarperFestival,21-Mar-21,https://www.amazon.com/Pete-Cat-Big-Easter-Adventure/dp/006219867X?tag=NYTBSREV-20
1117,8,WE ARE WATER PROTECTORS,by Carole Lindstrom. Illustrated by Michaela Goade,Roaring Brook,21-Mar-21,https://www.amazon.com/dp/1250203554?tag=NYTBSREV-20
1118,9,GRUMPY MONKEY,by Suzanne Lang. Illustrated by Max Lang,Random House,21-Mar-21,https://www.amazon.com/Grumpy-Monkey-Suzanne-Lang/dp/0553537865?tag=NYTBSREV-20
1119,10,THE RABBIT LISTENED,by Cori Doerrfeld,Dial,21-Mar-21,https://www.amazon.com/dp/073522935X?tag=NYTBSREV-20
1120,1,HOW TO CATCH A LEPRECHAUN,by Adam Wallace. Illustrated by Andy Elkerton,Sourcebooks Jabberwocky,14-Mar-21,http://www.amazon.com/How-Catch-Leprechaun-Adam-Wallace/dp/1492632910?tag=NYTBSREV-20
1121,2,HAIR LOVE,by Matthew A. Cherry. Illustrated by Vashti Harrison,Kokila,14-Mar-21,https://www.amazon.com/Hair-Love-Matthew-Cherry/dp/0525553363?tag=NYTBSREV-20
1122,3,PETE THE CAT: THE GREAT LEPRECHAUN CHASE,by James Dean,HarperCollins,14-Mar-21,https://www.amazon.com/Pete-Cat-Leprechaun-Patricks-Fold-Out/dp/0062404504?tag=NYTBSREV-20
1123,4,I AM ENOUGH,by Grace Byers. Illustrated by Keturah A. Bobo,Balzer + Bray,14-Mar-21,https://www.amazon.com/I-Am-Enough-Grace-Byers/dp/0062667122?tag=NYTBSREV-20
1124,5,SULWE,by Lupita Nyong'o. Illustrated by Vashti Harrison,Simon & Schuster,14-Mar-21,https://www.amazon.com/Sulwe-Lupita-Nyongo/dp/1534425365?tag=NYTBSREV-20
1125,6,AMBITIOUS GIRL,by Meena Harris. Illustrated by Marissa Valdez,"Little, Brown",14-Mar-21,https://www.amazon.com/dp/0316229695?tag=NYTBSREV-20
1126,7,MILO IMAGINES THE WORLD,by Matt de la Peña. Illustrated by Christian Robinson,Putnam,14-Mar-21,https://www.amazon.com/dp/0399549080?tag=NYTBSREV-20
1127,8,WE ARE WATER PROTECTORS,by Carole Lindstrom. Illustrated by Michaela Goade,Roaring Brook,14-Mar-21,https://www.amazon.com/dp/1250203554?tag=NYTBSREV-20
1128,9,THE DAY THE CRAYONS QUIT,by Drew Daywalt. Illustrated by Oliver Jeffers,Philomel,14-Mar-21,http://www.amazon.com/The-Crayons-Quit-Drew-Daywalt/dp/0399255370?tag=NYTBSREV-20
1129,10,GRUMPY MONKEY,by Suzanne Lang. Illustrated by Max Lang,Random House,14-Mar-21,https://www.amazon.com/Grumpy-Monkey-Suzanne-Lang/dp/0553537865?tag=NYTBSREV-20
1130,1,LOVE FROM THE VERY HUNGRY CATERPILLAR,by Eric Carle,Grosset & Dunlap,7-Mar-21,http://www.amazon.com/Love-The-Very-Hungry-Caterpillar/dp/0448489325?tag=NYTBSREV-20
1131,2,HAIR LOVE,by Matthew A. Cherry. Illustrated by Vashti Harrison,Kokila,7-Mar-21,https://www.amazon.com/Hair-Love-Matthew-Cherry/dp/0525553363?tag=NYTBSREV-20
1132,3,WE ARE WATER PROTECTORS,by Carole Lindstrom. Illustrated by Michaela Goade,Roaring Brook,7-Mar-21,https://www.amazon.com/dp/1250203554?tag=NYTBSREV-20
