,rank,title,author,publisher,date,amazon links
1877,8,BRUCE'S BIG STORM,by Ryan T. Higgins,Disney-Hyperion,"September 22, 2019",https://www.amazon.com/Bruces-Big-Storm-Mother-Bruce/dp/1368026222?tag=NYTBSREV-20
1878,9,THE DAY THE CRAYONS QUIT,by Drew Daywalt. Illustrated by Oliver Jeffers,Philomel,"September 22, 2019",http://www.amazon.com/The-Crayons-Quit-Drew-Daywalt/dp/0399255370?tag=NYTBSREV-20
1879,10,"ROSIE REVERE, ENGINEER",by Andrea Beaty. Illustrated by David Roberts,Abrams,"September 22, 2019",http://www.amazon.com/Rosie-Revere-Engineer-Andrea-Beaty/dp/1419708457?tag=NYTBSREV-20
1880,1,WE DON'T EAT OUR CLASSMATES!,by Ryan T. Higgins,Disney-Hyperion,"September 15, 2019",https://www.amazon.com/We-Dont-Eat-Our-Classmates/dp/1368003559?tag=NYTBSREV-20
1881,2,THE PIGEON HAS TO GO TO SCHOOL!,by Mo Willems,Hyperion,"September 15, 2019",https://www.amazon.com/Pigeon-HAS-Go-School/dp/1368046452?tag=NYTBSREV-20
1882,3,THE WONDERFUL THINGS YOU WILL BE,by Emily Winfield Martin,Random House,"September 15, 2019",http://www.amazon.com/The-Wonderful-Things-You-Will/dp/0385376715?tag=NYTBSREV-20
1883,4,THE DAY YOU BEGIN,by Jacqueline Woodson. Illustrated by Rafael López,Nancy Paulsen,"September 15, 2019",https://www.amazon.com/Day-You-Begin-Jacqueline-Woodson/dp/0399246533?tag=NYTBSREV-20
1884,5,"LLAMA LLAMA MESS, MESS, MESS",by Anna Dewdney and Reed Duncan. Illustrated by JT Morrow,Viking,"September 15, 2019",https://www.amazon.com/Llama-Mess/dp/0670016446?tag=NYTBSREV-20
1885,6,ALL ARE WELCOME,by Alexandra Penfold and Suzanne Kaufman,Knopf,"September 15, 2019",https://www.amazon.com/All-Are-Welcome-Alexandra-Penfold/dp/0525579648?tag=NYTBSREV-20
1886,7,IF I BUILT A SCHOOL,by Chris Van Dusen,Dial,"September 15, 2019",https://www.amazon.com/Built-School-Chris-Van-Dusen/dp/052555291X?tag=NYTBSREV-20
1887,8,"ROSIE REVERE, ENGINEER",by Andrea Beaty. Illustrated by David Roberts,Abrams,"September 15, 2019",http://www.amazon.com/Rosie-Revere-Engineer-Andrea-Beaty/dp/1419708457?tag=NYTBSREV-20
1888,9,THE DAY THE CRAYONS QUIT,by Drew Daywalt. Illustrated by Oliver Jeffers,Philomel,"September 15, 2019",http://www.amazon.com/The-Crayons-Quit-Drew-Daywalt/dp/0399255370?tag=NYTBSREV-20
1889,10,THE GOOD EGG,by Jory John. Illustrated by Pete Oswald,HarperCollins,"September 15, 2019",https://www.amazon.com/Good-Egg-Jory-John/dp/0062866001?tag=NYTBSREV-20
1890,1,WE DON'T EAT OUR CLASSMATES!,by Ryan T. Higgins,Disney-Hyperion,"September 8, 2019",https://www.amazon.com/We-Dont-Eat-Our-Classmates/dp/1368003559?tag=NYTBSREV-20
1891,2,THE PIGEON HAS TO GO TO SCHOOL!,by Mo Willems,Hyperion,"September 8, 2019",https://www.amazon.com/Pigeon-HAS-Go-School/dp/1368046452?tag=NYTBSREV-20
1892,3,THE WONDERFUL THINGS YOU WILL BE,by Emily Winfield Martin,Random House,"September 8, 2019",http://www.amazon.com/The-Wonderful-Things-You-Will/dp/0385376715?tag=NYTBSREV-20
1893,4,THE DAY YOU BEGIN,by Jacqueline Woodson. Illustrated by Rafael López,Nancy Paulsen,"September 8, 2019",https://www.amazon.com/Day-You-Begin-Jacqueline-Woodson/dp/0399246533?tag=NYTBSREV-20
1894,5,"ROSIE REVERE, ENGINEER",by Andrea Beaty. Illustrated by David Roberts,Abrams,"September 8, 2019",http://www.amazon.com/Rosie-Revere-Engineer-Andrea-Beaty/dp/1419708457?tag=NYTBSREV-20
1895,6,IF I BUILT A SCHOOL,by Chris Van Dusen,Dial,"September 8, 2019",https://www.amazon.com/Built-School-Chris-Van-Dusen/dp/052555291X?tag=NYTBSREV-20
1896,7,THE DAY THE CRAYONS QUIT,by Drew Daywalt. Illustrated by Oliver Jeffers,Philomel,"September 8, 2019",http://www.amazon.com/The-Crayons-Quit-Drew-Daywalt/dp/0399255370?tag=NYTBSREV-20
1897,8,ALL ARE WELCOME,by Alexandra Penfold and Suzanne Kaufman,Knopf,"September 8, 2019",https://www.amazon.com/All-Are-Welcome-Alexandra-Penfold/dp/0525579648?tag=NYTBSREV-20
1898,9,THE GOOD EGG,by Jory John. Illustrated by Pete Oswald,HarperCollins,"September 8, 2019",https://www.amazon.com/Good-Egg-Jory-John/dp/0062866001?tag=NYTBSREV-20
1899,10,BE KIND,by Pat Zietlow Miller. Illustrated by Jen Hill,Roaring Brook,"September 8, 2019",https://www.amazon.com/Be-Kind-Pat-Zietlow-Miller/dp/1626723214?tag=NYTBSREV-20
1900,1,WE DON'T EAT OUR CLASSMATES!,by Ryan T. Higgins,Disney-Hyperion,"September 1, 2019",https://www.amazon.com/We-Dont-Eat-Our-Classmates/dp/1368003559?tag=NYTBSREV-20
1901,2,THE PIGEON HAS TO GO TO SCHOOL!,by Mo Willems,Hyperion,"September 1, 2019",https://www.amazon.com/Pigeon-HAS-Go-School/dp/1368046452?tag=NYTBSREV-20
1902,3,IF I BUILT A SCHOOL,by Chris Van Dusen,Dial,"September 1, 2019",https://www.amazon.com/Built-School-Chris-Van-Dusen/dp/052555291X?tag=NYTBSREV-20
1903,4,THE WONDERFUL THINGS YOU WILL BE,by Emily Winfield Martin,Random House,"September 1, 2019",http://www.amazon.com/The-Wonderful-Things-You-Will/dp/0385376715?tag=NYTBSREV-20
1904,5,THE DAY YOU BEGIN,by Jacqueline Woodson. Illustrated by Rafael López,Nancy Paulsen,"September 1, 2019",https://www.amazon.com/Day-You-Begin-Jacqueline-Woodson/dp/0399246533?tag=NYTBSREV-20
1905,6,THE DAY THE CRAYONS QUIT,by Drew Daywalt. Illustrated by Oliver Jeffers,Philomel,"September 1, 2019",http://www.amazon.com/The-Crayons-Quit-Drew-Daywalt/dp/0399255370?tag=NYTBSREV-20
1906,7,DRAGONS LOVE TACOS,by Adam Rubin. Illustrated by Daniel Salmieri,Dial,"September 1, 2019",http://www.amazon.com/Dragons-Love-Tacos-Adam-Rubin/dp/0803736800?tag=NYTBSREV-20
1907,8,MIX IT UP!,by Hervé Tullet,Handprint/Chronicle,"September 1, 2019",http://www.amazon.com/Mix-It-Up-Herve-Tullet/dp/1452137358?tag=NYTBSREV-20
1908,9,THE GOOD EGG,by Jory John. Illustrated by Pete Oswald,HarperCollins,"September 1, 2019",https://www.amazon.com/Good-Egg-Jory-John/dp/0062866001?tag=NYTBSREV-20
1909,10,WAITING IS NOT EASY!,by Mo Willems,Hyperion,"September 1, 2019",http://www.amazon.com/Waiting-Easy-Elephant-Piggie-Book/dp/142319957X?tag=NYTBSREV-20
1910,1,WE DON'T EAT OUR CLASSMATES!,by Ryan T. Higgins,Disney-Hyperion,"August 25, 2019",https://www.amazon.com/We-Dont-Eat-Our-Classmates/dp/1368003559?tag=NYTBSREV-20
1911,2,THE PIGEON HAS TO GO TO SCHOOL!,by Mo Willems,Hyperion,"August 25, 2019",https://www.amazon.com/Pigeon-HAS-Go-School/dp/1368046452?tag=NYTBSREV-20
1912,3,THE WONDERFUL THINGS YOU WILL BE,by Emily Winfield Martin,Random House,"August 25, 2019",http://www.amazon.com/The-Wonderful-Things-You-Will/dp/0385376715?tag=NYTBSREV-20
1913,4,DRAGONS LOVE TACOS,by Adam Rubin. Illustrated by Daniel Salmieri,Dial,"August 25, 2019",http://www.amazon.com/Dragons-Love-Tacos-Adam-Rubin/dp/0803736800?tag=NYTBSREV-20
1914,5,THE DAY YOU BEGIN,by Jacqueline Woodson. Illustrated by Rafael López,Nancy Paulsen,"August 25, 2019",https://www.amazon.com/Day-You-Begin-Jacqueline-Woodson/dp/0399246533?tag=NYTBSREV-20
1915,6,THE DAY THE CRAYONS QUIT,by Drew Daywalt. Illustrated by Oliver Jeffers,Philomel,"August 25, 2019",http://www.amazon.com/The-Crayons-Quit-Drew-Daywalt/dp/0399255370?tag=NYTBSREV-20
1916,7,WAITING IS NOT EASY!,by Mo Willems,Hyperion,"August 25, 2019",http://www.amazon.com/Waiting-Easy-Elephant-Piggie-Book/dp/142319957X?tag=NYTBSREV-20
1917,8,THE GOOD EGG,by Jory John. Illustrated by Pete Oswald,HarperCollins,"August 25, 2019",https://www.amazon.com/Good-Egg-Jory-John/dp/0062866001?tag=NYTBSREV-20
1918,9,ALL ARE WELCOME,by Alexandra Penfold and Suzanne Kaufman,Knopf,"August 25, 2019",https://www.amazon.com/All-Are-Welcome-Alexandra-Penfold/dp/0525579648?tag=NYTBSREV-20
1919,10,"ROSIE REVERE, ENGINEER",by Andrea Beaty. Illustrated by David Roberts,Abrams,"August 25, 2019",http://www.amazon.com/Rosie-Revere-Engineer-Andrea-Beaty/dp/1419708457?tag=NYTBSREV-20
1920,1,WE DON'T EAT OUR CLASSMATES!,by Ryan T. Higgins,Disney-Hyperion,"August 18, 2019",https://www.amazon.com/We-Dont-Eat-Our-Classmates/dp/1368003559?tag=NYTBSREV-20
1921,2,THE PIGEON HAS TO GO TO SCHOOL!,by Mo Willems,Hyperion,"August 18, 2019",https://www.amazon.com/Pigeon-HAS-Go-School/dp/1368046452?tag=NYTBSREV-20
1922,3,DRAGONS LOVE TACOS,by Adam Rubin. Illustrated by Daniel Salmieri,Dial,"August 18, 2019",http://www.amazon.com/Dragons-Love-Tacos-Adam-Rubin/dp/0803736800?tag=NYTBSREV-20
1923,4,THE WONDERFUL THINGS YOU WILL BE,by Emily Winfield Martin,Random House,"August 18, 2019",http://www.amazon.com/The-Wonderful-Things-You-Will/dp/0385376715?tag=NYTBSREV-20
1924,5,THE DAY THE CRAYONS QUIT,by Drew Daywalt. Illustrated by Oliver Jeffers,Philomel,"August 18, 2019",http://www.amazon.com/The-Crayons-Quit-Drew-Daywalt/dp/0399255370?tag=NYTBSREV-20
1925,6,"ROSIE REVERE, ENGINEER",by Andrea Beaty. Illustrated by David Roberts,Abrams,"August 18, 2019",http://www.amazon.com/Rosie-Revere-Engineer-Andrea-Beaty/dp/1419708457?tag=NYTBSREV-20
1926,7,WAITING IS NOT EASY!,by Mo Willems,Hyperion,"August 18, 2019",http://www.amazon.com/Waiting-Easy-Elephant-Piggie-Book/dp/142319957X?tag=NYTBSREV-20
1927,8,THE DAY YOU BEGIN,by Jacqueline Woodson. Illustrated by Rafael López,Nancy Paulsen,"August 18, 2019",https://www.amazon.com/Day-You-Begin-Jacqueline-Woodson/dp/0399246533?tag=NYTBSREV-20
1928,9,THE GOOD EGG,by Jory John. Illustrated by Pete Oswald,HarperCollins,"August 18, 2019",https://www.amazon.com/Good-Egg-Jory-John/dp/0062866001?tag=NYTBSREV-20
1929,10,DEAR GIRL,by Amy Krouse Rosenthal and Paris Rosenthal. Illustrated by Holly Hatam,HarperCollins,"August 18, 2019",https://www.amazon.com/Dear-Girl-Amy-Krouse-Rosenthal/dp/0062422502?tag=NYTBSREV-20
1930,1,WE DON'T EAT OUR CLASSMATES!,by Ryan T. Higgins,Disney-Hyperion,"August 11, 2019",https://www.amazon.com/We-Dont-Eat-Our-Classmates/dp/1368003559?tag=NYTBSREV-20
1931,2,THE PIGEON HAS TO GO TO SCHOOL!,by Mo Willems,Hyperion,"August 11, 2019",https://www.amazon.com/Pigeon-HAS-Go-School/dp/1368046452?tag=NYTBSREV-20
1932,3,THE WONDERFUL THINGS YOU WILL BE,by Emily Winfield Martin,Random House,"August 11, 2019",http://www.amazon.com/The-Wonderful-Things-You-Will/dp/0385376715?tag=NYTBSREV-20
1933,4,DRAGONS LOVE TACOS,by Adam Rubin. Illustrated by Daniel Salmieri,Dial,"August 11, 2019",http://www.amazon.com/Dragons-Love-Tacos-Adam-Rubin/dp/0803736800?tag=NYTBSREV-20
1934,5,WAITING IS NOT EASY!,by Mo Willems,Hyperion,"August 11, 2019",http://www.amazon.com/Waiting-Easy-Elephant-Piggie-Book/dp/142319957X?tag=NYTBSREV-20
1935,6,MOON'S FIRST FRIENDS,by Susanna Leonard Hill. Illustrated by Elisa Paganelli,Sourcebooks Jabberwocky,"August 11, 2019",https://www.amazon.com/Moons-First-Friends-Giant-Friendship/dp/1492656801?tag=NYTBSREV-20
1936,7,THE DAY THE CRAYONS QUIT,by Drew Daywalt. Illustrated by Oliver Jeffers,Philomel,"August 11, 2019",http://www.amazon.com/The-Crayons-Quit-Drew-Daywalt/dp/0399255370?tag=NYTBSREV-20
1937,8,"ROSIE REVERE, ENGINEER",by Andrea Beaty. Illustrated by David Roberts,Abrams,"August 11, 2019",http://www.amazon.com/Rosie-Revere-Engineer-Andrea-Beaty/dp/1419708457?tag=NYTBSREV-20
1938,9,P IS FOR PTERODACTYL,by Raj Haldar and Chris Carpenter. Illustrated by Maria Tina Beddia,Sourcebooks Jabberwocky,"August 11, 2019",https://www.amazon.com/Pterodactyl-Worst-Alphabet-Book-Ever/dp/1492674311?tag=NYTBSREV-20
1939,10,THE DAY YOU BEGIN,by Jacqueline Woodson. Illustrated by Rafael López,Nancy Paulsen,"August 11, 2019",https://www.amazon.com/Day-You-Begin-Jacqueline-Woodson/dp/0399246533?tag=NYTBSREV-20
1940,1,THE PIGEON HAS TO GO TO SCHOOL!,by Mo Willems,Hyperion,"August 4, 2019",https://www.amazon.com/Pigeon-HAS-Go-School/dp/1368046452?tag=NYTBSREV-20
1941,2,MOON'S FIRST FRIENDS,by Susanna Leonard Hill. Illustrated by Elisa Paganelli,Sourcebooks Jabberwocky,"August 4, 2019",https://www.amazon.com/Moons-First-Friends-Giant-Friendship/dp/1492656801?tag=NYTBSREV-20
1942,3,WHAT DO YOU DO WITH AN IDEA?,by Kobi Yamada. Illustrated by Mae Besom,Compendium,"August 4, 2019",http://www.amazon.com/What-Do-You-Idea/dp/1938298071?tag=NYTBSREV-20
1943,4,"SORRY, GROWN-UPS, YOU CAN'T GO TO SCHOOL!",by Christina Geist. Illustrated by Tim Bowers,Random House,"August 4, 2019",https://www.amazon.com/Sorry-Grown-Ups-You-Cant-School/dp/1524770841?tag=NYTBSREV-20
1944,5,THE WONDERFUL THINGS YOU WILL BE,by Emily Winfield Martin,Random House,"August 4, 2019",http://www.amazon.com/The-Wonderful-Things-You-Will/dp/0385376715?tag=NYTBSREV-20
1945,6,WAITING IS NOT EASY!,by Mo Willems,Hyperion,"August 4, 2019",http://www.amazon.com/Waiting-Easy-Elephant-Piggie-Book/dp/142319957X?tag=NYTBSREV-20
1946,7,WE DON'T EAT OUR CLASSMATES!,by Ryan T. Higgins,Disney-Hyperion,"August 4, 2019",https://www.amazon.com/We-Dont-Eat-Our-Classmates/dp/1368003559?tag=NYTBSREV-20
1947,8,DRAGONS LOVE TACOS,by Adam Rubin. Illustrated by Daniel Salmieri,Dial,"August 4, 2019",http://www.amazon.com/Dragons-Love-Tacos-Adam-Rubin/dp/0803736800?tag=NYTBSREV-20
1948,9,THE DAY THE CRAYONS QUIT,by Drew Daywalt. Illustrated by Oliver Jeffers,Philomel,"August 4, 2019",http://www.amazon.com/The-Crayons-Quit-Drew-Daywalt/dp/0399255370?tag=NYTBSREV-20
1949,10,"ROSIE REVERE, ENGINEER",by Andrea Beaty. Illustrated by David Roberts,Abrams,"August 4, 2019",http://www.amazon.com/Rosie-Revere-Engineer-Andrea-Beaty/dp/1419708457?tag=NYTBSREV-20
1950,1,THE PIGEON HAS TO GO TO SCHOOL!,by Mo Willems,Hyperion,"July 28, 2019",https://www.amazon.com/Pigeon-HAS-Go-School/dp/1368046452?tag=NYTBSREV-20
1951,2,MOON'S FIRST FRIENDS,by Susanna Leonard Hill. Illustrated by Elisa Paganelli,Sourcebooks Jabberwocky,"July 28, 2019",https://www.amazon.com/Moons-First-Friends-Giant-Friendship/dp/1492656801?tag=NYTBSREV-20
1952,3,THE WONDERFUL THINGS YOU WILL BE,by Emily Winfield Martin,Random House,"July 28, 2019",http://www.amazon.com/The-Wonderful-Things-You-Will/dp/0385376715?tag=NYTBSREV-20
1953,4,DRAGONS LOVE TACOS,by Adam Rubin. Illustrated by Daniel Salmieri,Dial,"July 28, 2019",http://www.amazon.com/Dragons-Love-Tacos-Adam-Rubin/dp/0803736800?tag=NYTBSREV-20
1954,5,WAITING IS NOT EASY!,by Mo Willems,Hyperion,"July 28, 2019",http://www.amazon.com/Waiting-Easy-Elephant-Piggie-Book/dp/142319957X?tag=NYTBSREV-20
1955,6,THE DAY THE CRAYONS QUIT,by Drew Daywalt. Illustrated by Oliver Jeffers,Philomel,"July 28, 2019",http://www.amazon.com/The-Crayons-Quit-Drew-Daywalt/dp/0399255370?tag=NYTBSREV-20
1956,7,WE DON'T EAT OUR CLASSMATES!,by Ryan T. Higgins,Disney-Hyperion,"July 28, 2019",https://www.amazon.com/We-Dont-Eat-Our-Classmates/dp/1368003559?tag=NYTBSREV-20
1957,8,"ROSIE REVERE, ENGINEER",by Andrea Beaty. Illustrated by David Roberts,Abrams,"July 28, 2019",http://www.amazon.com/Rosie-Revere-Engineer-Andrea-Beaty/dp/1419708457?tag=NYTBSREV-20
1958,9,THE BOOK WITH NO PICTURES,by B.J. Novak,Dial,"July 28, 2019",http://www.amazon.com/The-Book-Pictures-B-J-Novak/dp/0803741715?tag=NYTBSREV-20
1959,10,I WISH YOU MORE,by Amy Krouse Rosenthal. Illustrated by Tom Lichtenheld,Chronicle,"July 28, 2019",http://www.amazon.com/Wish-You-More-Krouse-Rosenthal/dp/1452126992?tag=NYTBSREV-20
1960,1,THE PIGEON HAS TO GO TO SCHOOL!,by Mo Willems,Hyperion,"July 21, 2019",https://www.amazon.com/Pigeon-HAS-Go-School/dp/1368046452?tag=NYTBSREV-20
1961,2,THE WONDERFUL THINGS YOU WILL BE,by Emily Winfield Martin,Random House,"July 21, 2019",http://www.amazon.com/The-Wonderful-Things-You-Will/dp/0385376715?tag=NYTBSREV-20
1962,3,DRAGONS LOVE TACOS,by Adam Rubin. Illustrated by Daniel Salmieri,Dial,"July 21, 2019",http://www.amazon.com/Dragons-Love-Tacos-Adam-Rubin/dp/0803736800?tag=NYTBSREV-20
1963,4,MOON'S FIRST FRIENDS,by Susanna Leonard Hill. Illustrated by Elisa Paganelli,Sourcebooks Jabberwocky,"July 21, 2019",https://www.amazon.com/Moons-First-Friends-Giant-Friendship/dp/1492656801?tag=NYTBSREV-20
1964,5,THE DAY THE CRAYONS QUIT,by Drew Daywalt. Illustrated by Oliver Jeffers,Philomel,"July 21, 2019",http://www.amazon.com/The-Crayons-Quit-Drew-Daywalt/dp/0399255370?tag=NYTBSREV-20
1965,6,WAITING IS NOT EASY!,by Mo Willems,Hyperion,"July 21, 2019",http://www.amazon.com/Waiting-Easy-Elephant-Piggie-Book/dp/142319957X?tag=NYTBSREV-20
1966,7,THE KING OF KINDERGARTEN,by Derrick Barnes. Illustrated by Vanessa Brantley-Newton,Nancy Paulsen,"July 21, 2019",https://www.amazon.com/King-Kindergarten-Derrick-Barnes/dp/1524740748?tag=NYTBSREV-20
1967,8,"ROSIE REVERE, ENGINEER",by Andrea Beaty. Illustrated by David Roberts,Abrams,"July 21, 2019",http://www.amazon.com/Rosie-Revere-Engineer-Andrea-Beaty/dp/1419708457?tag=NYTBSREV-20
1968,9,GRUMPY MONKEY,by Suzanne Lang. Illustrated by Max Lang,Random House,"July 21, 2019",https://www.amazon.com/Grumpy-Monkey-Suzanne-Lang/dp/0553537865?tag=NYTBSREV-20
1969,10,WE ARE THE GARDENERS,by Joanna Gaines and Kids. Illustrated by Julianna Swaney,Tommy Nelson,"July 21, 2019",https://www.amazon.com/We-Are-Gardeners-Joanna-Gaines/dp/1400314224?tag=NYTBSREV-20
1970,1,THE WONDERFUL THINGS YOU WILL BE,by Emily Winfield Martin,Random House,"July 14, 2019",http://www.amazon.com/The-Wonderful-Things-You-Will/dp/0385376715?tag=NYTBSREV-20
1971,2,DRAGONS LOVE TACOS,by Adam Rubin. Illustrated by Daniel Salmieri,Dial,"July 14, 2019",http://www.amazon.com/Dragons-Love-Tacos-Adam-Rubin/dp/0803736800?tag=NYTBSREV-20
1972,3,THE DAY THE CRAYONS QUIT,by Drew Daywalt. Illustrated by Oliver Jeffers,Philomel,"July 14, 2019",http://www.amazon.com/The-Crayons-Quit-Drew-Daywalt/dp/0399255370?tag=NYTBSREV-20
1973,4,I WISH YOU MORE,by Amy Krouse Rosenthal. Illustrated by Tom Lichtenheld,Chronicle,"July 14, 2019",http://www.amazon.com/Wish-You-More-Krouse-Rosenthal/dp/1452126992?tag=NYTBSREV-20
1974,5,WAITING IS NOT EASY!,by Mo Willems,Hyperion,"July 14, 2019",http://www.amazon.com/Waiting-Easy-Elephant-Piggie-Book/dp/142319957X?tag=NYTBSREV-20
1975,6,CARMELA FULL OF WISHES,by Matt de la Peña. Illustrated by Christian Robinson,Putnam,"July 14, 2019",https://www.amazon.com/Carmela-Full-Wishes-Matt-Peña/dp/0399549048?tag=NYTBSREV-20
1976,7,DEAR GIRL,by Amy Krouse Rosenthal and Paris Rosenthal. Illustrated by Holly Hatam,HarperCollins,"July 14, 2019",https://www.amazon.com/Dear-Girl-Amy-Krouse-Rosenthal/dp/0062422502?tag=NYTBSREV-20
1977,8,THE BOOK WITH NO PICTURES,by B.J. Novak,Dial,"July 14, 2019",http://www.amazon.com/The-Book-Pictures-B-J-Novak/dp/0803741715?tag=NYTBSREV-20
1978,9,"ROSIE REVERE, ENGINEER",by Andrea Beaty. Illustrated by David Roberts,Abrams,"July 14, 2019",http://www.amazon.com/Rosie-Revere-Engineer-Andrea-Beaty/dp/1419708457?tag=NYTBSREV-20
1979,10,GRUMPY MONKEY,by Suzanne Lang. Illustrated by Max Lang,Random House,"July 14, 2019",https://www.amazon.com/Grumpy-Monkey-Suzanne-Lang/dp/0553537865?tag=NYTBSREV-20
1980,1,THE WONDERFUL THINGS YOU WILL BE,by Emily Winfield Martin,Random House,"July 7, 2019",http://www.amazon.com/The-Wonderful-Things-You-Will/dp/0385376715?tag=NYTBSREV-20
1981,2,DRAGONS LOVE TACOS,by Adam Rubin. Illustrated by Daniel Salmieri,Dial,"July 7, 2019",http://www.amazon.com/Dragons-Love-Tacos-Adam-Rubin/dp/0803736800?tag=NYTBSREV-20
1982,3,I WISH YOU MORE,by Amy Krouse Rosenthal. Illustrated by Tom Lichtenheld,Chronicle,"July 7, 2019",http://www.amazon.com/Wish-You-More-Krouse-Rosenthal/dp/1452126992?tag=NYTBSREV-20
1983,4,GRUMPY MONKEY,by Suzanne Lang. Illustrated by Max Lang,Random House,"July 7, 2019",https://www.amazon.com/Grumpy-Monkey-Suzanne-Lang/dp/0553537865?tag=NYTBSREV-20
1984,5,"ROSIE REVERE, ENGINEER",by Andrea Beaty. Illustrated by David Roberts,Abrams,"July 7, 2019",http://www.amazon.com/Rosie-Revere-Engineer-Andrea-Beaty/dp/1419708457?tag=NYTBSREV-20
1985,6,THE DAY THE CRAYONS QUIT,by Drew Daywalt. Illustrated by Oliver Jeffers,Philomel,"July 7, 2019",http://www.amazon.com/The-Crayons-Quit-Drew-Daywalt/dp/0399255370?tag=NYTBSREV-20
1986,7,WAITING IS NOT EASY!,by Mo Willems,Hyperion,"July 7, 2019",http://www.amazon.com/Waiting-Easy-Elephant-Piggie-Book/dp/142319957X?tag=NYTBSREV-20
1987,8,DEAR GIRL,by Amy Krouse Rosenthal and Paris Rosenthal. Illustrated by Holly Hatam,HarperCollins,"July 7, 2019",https://www.amazon.com/Dear-Girl-Amy-Krouse-Rosenthal/dp/0062422502?tag=NYTBSREV-20
1988,9,THE BOOK WITH NO PICTURES,by B.J. Novak,Dial,"July 7, 2019",http://www.amazon.com/The-Book-Pictures-B-J-Novak/dp/0803741715?tag=NYTBSREV-20
1989,10,I LOVE DAD WITH THE VERY HUNGRY CATERPILLAR,by Eric Carle,Grosset & Dunlap,"July 7, 2019",https://www.amazon.com/Love-Hungry-Caterpillar-World-Carle/dp/152478589X?tag=NYTBSREV-20
1990,1,I LOVE DAD WITH THE VERY HUNGRY CATERPILLAR,by Eric Carle,Grosset & Dunlap,"June 30, 2019",https://www.amazon.com/Love-Hungry-Caterpillar-World-Carle/dp/152478589X?tag=NYTBSREV-20
1991,2,THE WONDERFUL THINGS YOU WILL BE,by Emily Winfield Martin,Random House,"June 30, 2019",http://www.amazon.com/The-Wonderful-Things-You-Will/dp/0385376715?tag=NYTBSREV-20
1992,3,DR. SEUSS'S I LOVE POP!,by Dr. Seuss,Random House,"June 30, 2019",https://www.amazon.com/Dr-Seusss-Love-Pop-Celebration/dp/1984848127?tag=NYTBSREV-20
1993,4,DRAGONS LOVE TACOS,by Adam Rubin. Illustrated by Daniel Salmieri,Dial,"June 30, 2019",http://www.amazon.com/Dragons-Love-Tacos-Adam-Rubin/dp/0803736800?tag=NYTBSREV-20
1994,5,HOW TO BABYSIT A GRANDPA,by Jean Reagan. Illustrated by Lee Wildish,Knopf,"June 30, 2019",http://www.amazon.com/How-Babysit-Grandpa-Jean-Reagan/dp/0375867139?tag=NYTBSREV-20
1995,6,I WISH YOU MORE,by Amy Krouse Rosenthal. Illustrated by Tom Lichtenheld,Chronicle,"June 30, 2019",http://www.amazon.com/Wish-You-More-Krouse-Rosenthal/dp/1452126992?tag=NYTBSREV-20
1996,7,GRUMPY MONKEY,by Suzanne Lang. Illustrated by Max Lang,Random House,"June 30, 2019",https://www.amazon.com/Grumpy-Monkey-Suzanne-Lang/dp/0553537865?tag=NYTBSREV-20
1997,8,THE DAY THE CRAYONS QUIT,by Drew Daywalt. Illustrated by Oliver Jeffers,Philomel,"June 30, 2019",http://www.amazon.com/The-Crayons-Quit-Drew-Daywalt/dp/0399255370?tag=NYTBSREV-20
1998,9,DEAR GIRL,by Amy Krouse Rosenthal and Paris Rosenthal. Illustrated by Holly Hatam,HarperCollins,"June 30, 2019",https://www.amazon.com/Dear-Girl-Amy-Krouse-Rosenthal/dp/0062422502?tag=NYTBSREV-20
1999,10,"ROSIE REVERE, ENGINEER",by Andrea Beaty. Illustrated by David Roberts,Abrams,"June 30, 2019",http://www.amazon.com/Rosie-Revere-Engineer-Andrea-Beaty/dp/1419708457?tag=NYTBSREV-20
2000,1,THE WONDERFUL THINGS YOU WILL BE,by Emily Winfield Martin,Random House,"June 23, 2019",http://www.amazon.com/The-Wonderful-Things-You-Will/dp/0385376715?tag=NYTBSREV-20
2001,2,I LOVE DAD WITH THE VERY HUNGRY CATERPILLAR,by Eric Carle,Grosset & Dunlap,"June 23, 2019",https://www.amazon.com/Love-Hungry-Caterpillar-World-Carle/dp/152478589X?tag=NYTBSREV-20
2002,3,I WISH YOU MORE,by Amy Krouse Rosenthal. Illustrated by Tom Lichtenheld,Chronicle,"June 23, 2019",http://www.amazon.com/Wish-You-More-Krouse-Rosenthal/dp/1452126992?tag=NYTBSREV-20
2003,4,DRAGONS LOVE TACOS,by Adam Rubin. Illustrated by Daniel Salmieri,Dial,"June 23, 2019",http://www.amazon.com/Dragons-Love-Tacos-Adam-Rubin/dp/0803736800?tag=NYTBSREV-20
2004,5,DEAR GIRL,by Amy Krouse Rosenthal and Paris Rosenthal. Illustrated by Holly Hatam,HarperCollins,"June 23, 2019",https://www.amazon.com/Dear-Girl-Amy-Krouse-Rosenthal/dp/0062422502?tag=NYTBSREV-20
2005,6,GRUMPY MONKEY,by Suzanne Lang. Illustrated by Max Lang,Random House,"June 23, 2019",https://www.amazon.com/Grumpy-Monkey-Suzanne-Lang/dp/0553537865?tag=NYTBSREV-20
